Nest_ID,Día,Pro_On,Pro_Off,N_On,Month_Nest,Temp_On,Temp_Off,Pro_Nocturnal,Attenct_On
Mimus_polyglottos_SD310_05_Control,2005-07-11,23.714285714285715,8.275862068965518,28,July,29.479212770927234,27.931724137931035,626.0,0.7477477477477478
Mimus_polyglottos_SD310_05_Control,2005-07-12,41.5,12.928571428571429,14,July,29.80595337759886,27.447857142857142,531.0,0.7624671916010499
Mimus_polyglottos_SD310_05_Control,2005-07-13,,,0,July,,,732.0,0.0
Mimus_polyglottos_MH3_06,2006-05-18,,,0,May,,25.98,123.0,0.0
Mimus_polyglottos_MH3_06,2006-05-19,13.891304347826088,4.914893617021277,46,May,37.48874259608594,32.34041666666666,189.5,0.5419847328244275
Mimus_polyglottos_MH3_06,2006-05-20,,,0,May,,,385.0,0.0
Mimus_polyglottos_GL132_05_BA_BB,2005-07-04,12.15,9.975609756097562,40,July,34.73776973185684,31.41731707317073,515.0,0.5497737556561086
Mimus_polyglottos_GL132_05_BA_BB,2005-07-05,22.157894736842106,8.0,19,July,35.30731704321975,33.2355,538.0,0.7347294938917975
Mimus_polyglottos_GL132_05_BA_BB,2005-07-06,22.586206896551722,7.633333333333334,29,July,34.601088942882804,33.062,836.0,0.7651869158878505
Mimus_polyglottos_GL132_05_BA_BB,2005-07-07,,,0,July,,32.276666666666664,190.33333333333334,0.0
Mimus_polyglottos_GL126_05_AG_RG,2005-07-04,16.65625,10.090909090909092,32,July,36.26073910683634,34.25787878787879,562.0,0.6300236406619385
Mimus_polyglottos_GL126_05_AG_RG,2005-07-05,30.6,12.095238095238095,20,July,36.50319210132573,34.554761904761904,577.0,0.7149532710280374
Mimus_polyglottos_GL126_05_AG_RG,2005-07-06,31.285714285714285,14.761904761904763,21,July,36.8840785047527,34.89454545454545,571.0,0.6794208893485005
Mimus_polyglottos_GL126_05_AG_RG,2005-07-07,23.52173913043478,14.208333333333334,23,July,36.94896382439733,35.098333333333336,459.0,0.6254335260115607
Mimus_polyglottos_GL126_05_AG_RG,2005-07-08,38.529411764705884,14.38888888888889,17,July,37.33430402165558,35.471111111111114,503.0,0.7401129943502824
Mimus_polyglottos_GL126_05_AG_RG,2005-07-09,,,0,July,,,588.0,0.0
Mimus_polyglottos_GL123_05,2005-07-01,,,0,July,,,136.0,0.0
Mimus_polyglottos_GL123_05,2005-07-02,12.928571428571429,7.558139534883721,42,July,34.23866537837019,31.884888888888888,176.0,0.43790322580645163
Mimus_polyglottos_GL123_05,2005-07-03,11.1875,8.204081632653061,48,July,33.49992745144629,31.021836734693878,576.0,0.5933701657458563
Mimus_polyglottos_GL123_05,2005-07-04,12.7,9.048780487804878,40,July,34.72859305011573,31.992682926829268,503.0,0.5845799769850403
Mimus_polyglottos_GL123_05,2005-07-05,9.763157894736842,12.512820512820513,38,July,35.09669920605946,32.9651282051282,573.0,0.4448441247002398
Mimus_polyglottos_GL123_05,2005-07-06,25.136363636363637,13.91304347826087,22,July,34.61617963728191,32.10565217391304,575.0,0.6599045346062052
Mimus_polyglottos_GL123_05,2005-07-07,15.5,13.46875,30,July,35.42927452834735,33.43375,274.0,0.48947368421052634
Mimus_polyglottos_GL123_05,2005-07-08,22.464285714285715,12.214285714285714,28,July,34.49974302056795,32.275862068965516,449.0,0.6477857878475798
Mimus_polyglottos_GL123_05,2005-07-09,,,0,July,,31.32,283.5,0.0
Mimus_polyglottos_GL116_05,2005-06-19,12.255813953488373,7.363636363636363,43,June,31.889107646894242,29.55454545454546,438.0,0.6251482799525504
Mimus_polyglottos_GL116_05,2005-06-20,16.91176470588235,8.314285714285715,34,June,32.75649262263559,30.04057142857143,585.0,0.6756756756756757
Mimus_polyglottos_GL116_05,2005-06-21,15.947368421052632,6.666666666666667,38,June,33.78220618349747,30.613846153846154,577.0,0.7046511627906977
Mimus_polyglottos_GL116_05,2005-06-22,14.552631578947368,8.153846153846153,38,June,34.34765632762642,30.41051282051282,564.0,0.6460280373831776
Mimus_polyglottos_GL116_05,2005-06-23,14.026315789473685,8.333333333333334,38,June,34.88018092038679,31.914871794871797,574.0,0.6285377358490566
Mimus_polyglottos_GL116_05,2005-06-24,17.484848484848484,8.029411764705882,33,June,33.950465075439745,29.41735294117647,599.0,0.6877234803337307
Mimus_polyglottos_GL116_05,2005-06-25,13.119047619047619,7.325581395348837,42,June,34.03190790027765,28.817674418604653,580.0,0.6392111368909513
Mimus_polyglottos_GL116_05,2005-06-26,19.517241379310345,10.533333333333333,29,June,35.10491924067312,30.897666666666666,561.0,0.6498277841561424
Mimus_polyglottos_GL116_05,2005-06-27,,,0,June,,,556.0,0.0
Mimus_polyglottos_GL125_05,2005-07-04,13.285714285714286,8.837209302325581,42,July,36.874670155086775,33.52181818181818,325.5,0.5967914438502674
Mimus_polyglottos_GL125_05,2005-07-05,10.25531914893617,9.595744680851064,47,July,37.314559886296294,34.75788461538461,83.4,0.3699155794320798
Mimus_polyglottos_GL125_05,2005-07-06,10.65,11.585365853658537,40,July,37.23079389308575,34.579268292682926,455.0,0.48299319727891155
Mimus_polyglottos_GL125_05,2005-07-07,17.724137931034484,11.166666666666666,29,July,37.36044738630714,34.925,358.0,0.6237864077669902
Mimus_polyglottos_GL125_05,2005-07-08,14.142857142857142,9.63888888888889,35,July,36.62843990812949,34.134473684210526,193.0,0.39254559873116573
Mimus_polyglottos_GL125_05,2005-07-09,13.387096774193548,9.84375,31,July,35.89453459338757,32.6984375,359.5,0.5812324929971989
Mimus_polyglottos_GL98_05,2005-06-13,16.0,8.078947368421053,37,June,31.190357599813787,28.58078947368421,458.0,0.6629339305711086
Mimus_polyglottos_GL98_05,2005-06-14,18.641025641025642,9.153846153846153,39,June,32.79468916123396,29.3325,341.0,0.6445035460992907
Mimus_polyglottos_GL98_05,2005-06-15,18.5,9.588235294117647,34,June,33.11581018018113,29.26783783783784,163.0,0.5408426483233018
Mimus_polyglottos_GL98_05,2005-06-16,21.571428571428573,9.931034482758621,28,June,33.126310677333045,29.77548387096774,138.33333333333334,0.5629077353215284
Mimus_polyglottos_GL98_05,2005-06-17,,,0,June,,,342.0,0.0
Mimus_polyglottos_GL27_05,2005-05-03,16.181818181818183,8.058823529411764,33,May,28.27759889373031,26.291176470588233,616.0,0.6759493670886076
Mimus_polyglottos_GL27_05,2005-05-04,28.55,10.761904761904763,20,May,22.307329913142542,19.86,649.0,0.7255400254129606
Mimus_polyglottos_GL27_05,2005-05-05,34.333333333333336,7.894736842105263,18,May,22.572294269302457,20.598,322.5,0.5701107011070111
Mimus_polyglottos_GL27_05,2005-05-06,24.307692307692307,10.074074074074074,26,May,22.052245850858284,19.594827586206897,171.66666666666666,0.6232741617357002
Mimus_polyglottos_GL27_05,2005-05-07,15.84375,9.969696969696969,32,May,26.849649324041444,24.283333333333335,616.0,0.6138014527845036
Mimus_polyglottos_GL27_05,2005-05-08,22.52,9.346153846153847,25,May,28.502884023656428,25.86730769230769,616.0,0.704630788485607
Mimus_polyglottos_GL27_05,2005-05-09,33.11764705882353,13.5,17,May,28.732598274368677,25.290869565217395,92.0,0.5450145208131656
Mimus_polyglottos_GL27_05,2005-05-10,23.5,10.04,24,May,28.66110723325923,26.6388,630.0,0.7014925373134329
Mimus_polyglottos_GL27_05,2005-05-11,,,0,May,,,518.0,0.0
