Nest_ID,Día,Month_Nest,Pro_On,Pro_Off,Pro_Nocturnal,N_On,Temp_On,Temp_Off,Ambient_On,Ambient_Off,Ambient_Daily,Rainfall_sum,RH_avg,Soil_avg,Temp60_avg,Temp2m_avg,Temp10m_avg,Dew_avg,First_Off_Time,Last_Off_End,Nocturnal_Start,First_Off_Time_Hour,Last_Off_End_Hour,Nocturnal_Start_Hour,Attenct_On
M_Polyglottos_GL112_05_Control,2005-06-24,June,15.405405405405405,7.9743589743589745,186.32777777777778,37.0,33.88394451823569,30.986410256410245,31.018033697412026,30.67218272183657,30.6448213477669,0.0598425196850393,63.907109805584135,27.604816546544747,27.404246472048957,26.608769587951485,26.712313387034925,18.83498570649872,2005-06-24 00:32:00,2005-06-24 20:51:00,2005-06-24 20:51:00,0.5333333333333333,20.85,20.85,0.3958379147906804
M_Polyglottos_GL112_05_Control,2005-06-25,June,26.185185185185187,6.75,271.9916666666667,27.0,31.799954184802875,28.52,27.345631539103433,27.217153550814267,27.203296391661517,0.0098425196850393,79.09718286945434,27.666476696126306,25.964237325770586,25.00712320274372,25.16085881370094,21.045383546585786,2005-06-25 06:28:00,2005-06-25 21:24:00,2005-06-25 21:24:00,6.466666666666667,21.4,21.4,0.49097790483686155
M_Polyglottos_GL112_05_Control,2005-06-26,June,25.37037037037037,11.535714285714286,215.99166666666667,27.0,34.758522237944696,31.986785714285713,30.808380180838668,30.718002936052045,30.586921386934616,0.0,73.27938368648896,28.114800334168777,28.186838307890955,27.22142819169137,27.481490392648315,21.541617604617628,2005-06-26 06:01:00,2005-06-26 22:49:00,2005-06-26 22:49:00,6.016666666666667,22.816666666666666,22.816666666666666,0.47569995023090544
M_Polyglottos_GL112_05_Control,2005-06-27,June,22.75862068965517,10.903225806451612,147.32777777777778,29.0,34.304847155842154,31.81516129032259,28.821385760334476,28.688990762373827,28.606411459211653,2.019291338582677,77.41654761904762,27.94033531746034,28.021420634920652,27.153486772486787,27.317687830687856,22.368057539682564,2005-06-27 06:23:00,2005-06-27 23:55:00,2005-06-27 22:44:00,6.383333333333334,23.916666666666668,22.733333333333334,0.45833863817868264
M_Polyglottos_GL112_05_Control,2005-06-28,June,18.65625,10.72972972972973,68.42619047619048,32.0,33.48887364272135,30.9172972972973,29.35258093311864,28.886580302241732,28.828293506880293,0.7799212598425193,82.35301253132832,27.209656453634107,26.51776293859652,25.728857957393515,25.983421835839625,22.32550761278198,2005-06-28 01:16:00,2005-06-28 20:51:00,2005-06-28 20:51:00,1.2666666666666666,20.85,20.85,0.4145881318070811
M_Polyglottos_GL112_05_Control,2005-06-29,June,25.76923076923077,13.821428571428571,127.66111111111111,26.0,32.65881343684724,30.347142857142863,29.61054546094183,29.344154212700236,29.3488980567078,1.8196850393700783,85.29440657198553,27.287543191311634,26.512950487329455,25.786659537733247,26.000291005291025,22.780038763575636,2005-06-29 03:11:00,2005-06-29 22:57:00,2005-06-29 20:39:00,3.183333333333333,22.95,20.65,0.46528316299957173
M_Polyglottos_GL112_05_Control,2005-06-30,June,,,246.0,0.0,,,,,26.501419354838703,0.0,93.91428571428571,27.094761904761928,23.583333333333353,23.145238095238117,23.520476190476213,22.107142857142872,,,,,,,0.0
M_Polyglottos_GL120_05,2005-07-01,July,,,118.98333333333333,0.0,,,,,26.591489361702124,0.0098425196850393,92.37777777777778,28.29000000000002,24.375555555555575,24.106666666666698,24.69111111111114,22.78555555555558,,,2005-07-01 22:01:00,,,22.016666666666666,0.0
M_Polyglottos_GL120_05,2005-07-02,July,11.906976744186046,7.8,192.32777777777778,43.0,35.610805901498125,31.517777777777777,28.11795583751291,27.987341657724997,27.974286701329305,0.4992125984251964,78.52184818340336,28.18489053866982,27.683608344461202,26.91151469489265,27.08365506102966,23.118820896680454,2005-07-02 00:21:00,2005-07-02 20:32:00,2005-07-02 20:32:00,0.35,20.533333333333335,20.533333333333335,0.3555596708295235
M_Polyglottos_GL120_05,2005-07-03,July,17.055555555555557,7.108108108108108,281.4916666666667,36.0,34.76002334194486,30.501621621621627,26.81420156233589,26.746300300300298,26.74680269764968,2.4598425196850386,83.1159763382816,27.83746306792625,27.200452766531736,26.641011920827733,26.77512177237969,23.133144759334254,2005-07-03 06:20:00,2005-07-03 20:57:00,2005-07-03 20:57:00,6.333333333333333,20.95,20.95,0.4263938240025926
M_Polyglottos_GL120_05,2005-07-04,July,11.146341463414634,9.714285714285714,287.4916666666667,41.0,35.88239372792125,31.741666666666667,28.71579800303441,28.59734277583087,28.604350271994885,0.0295275590551179,69.3829520542214,28.680745477365935,30.068154263241592,29.090303221487765,29.280427763367108,22.92949080411684,2005-07-04 06:21:00,2005-07-04 20:46:00,2005-07-04 20:46:00,6.35,20.766666666666666,20.766666666666666,0.3173647843146333
M_Polyglottos_GL120_05,2005-07-05,July,58.25,14.307692307692308,277.4916666666667,12.0,35.51683539212616,30.571538461538463,26.747489923034802,26.637304121773283,26.73819074409414,0.0,80.15057730470011,27.909029434292613,27.34176214676217,26.31119260285929,26.703183919412012,22.18756571686399,2005-07-05 06:02:00,2005-07-05 20:47:00,2005-07-05 20:47:00,6.033333333333333,20.783333333333335,20.783333333333335,0.4854222849801502
M_Polyglottos_GL120_05,2005-07-06,July,24.96,10.423076923076923,272.4916666666667,25.0,36.33519625228294,33.816923076923075,30.625405135850652,30.47211790536486,30.457934359266385,0.0,67.00397373149856,29.419122570577414,29.872574123989242,28.957324797843683,29.201544742359058,21.594877996879013,2005-07-06 06:17:00,2005-07-06 21:12:00,2005-07-06 21:12:00,6.283333333333333,21.2,21.2,0.43333834882348177
M_Polyglottos_GL120_05,2005-07-07,July,,,374.0,0.0,,,,,28.197384898710865,0.0,89.89722222222223,29.148333333333355,23.56944444444447,23.604444444444468,24.642500000000023,21.931388888888907,,,,,,,0.0
M_Polyglottos_GL47_06_AY_BR,2006-04-26,April,,,208.98333333333332,0.0,,,,,21.921280487804875,0.0393700787401572,92.56279069767443,23.158372093023274,19.96558139534886,19.639767441860485,20.200930232558164,18.397674418604677,,,2006-04-26 20:31:00,,,20.516666666666666,0.0
