Nest_ID,Día,Month_Nest,Tipo,Start,End,Duración (min),Temperatura Promedio,Temperatura Ambiental Promedio
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,On,2006-06-07 16:22:00,2006-06-07 16:39:00,17.0,35.388888888888886,32.739444444444445
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Off,2006-06-07 16:39:00,2006-06-07 17:01:00,22.0,32.47,32.260000000000005
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,On,2006-06-07 17:01:00,2006-06-07 17:23:00,22.0,33.4595652173913,32.61347826086956
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Off,2006-06-07 17:23:00,2006-06-07 17:49:00,26.0,32.28,32.54259259259259
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,On,2006-06-07 17:49:00,2006-06-07 18:00:00,11.0,33.415000000000006,32.598333333333336
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Off,2006-06-07 18:00:00,2006-06-07 18:19:00,19.0,32.28,32.114000000000004
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,On,2006-06-07 18:19:00,2006-06-07 18:32:00,13.0,33.4357142857143,31.65928571428571
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Off,2006-06-07 18:32:00,2006-06-07 19:03:00,31.0,31.89,31.6940625
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,On,2006-06-07 19:03:00,2006-06-07 19:10:00,7.0,33.7925,31.43875
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Off,2006-06-07 19:10:00,2006-06-07 19:13:00,3.0,33.84,31.415
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,On,2006-06-07 19:13:00,2006-06-07 19:20:00,7.0,34.35625,31.20125
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Off,2006-06-07 19:20:00,2006-06-07 19:26:00,6.0,33.44,30.967142857142857
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,On,2006-06-07 19:26:00,2006-06-07 19:47:00,21.0,33.92000000000001,30.706818181818168
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Off,2006-06-07 19:47:00,2006-06-07 20:18:00,31.0,29.25,29.811875
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,On,2006-06-07 20:18:00,2006-06-07 20:26:00,8.0,32.23111111111111,28.473333333333333
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Off,2006-06-07 20:26:00,2006-06-07 20:46:00,20.0,27.78,27.57523809523809
Mimus_polyglottos_JU25_06_AR_BY,2006-06-07,June,Nocturnal,2006-06-07 20:46:00,2006-06-08 01:02:00,256.0,31.673268482490272,24.4368093385214
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 01:02:00,2006-06-08 01:07:00,5.0,28.88,22.29
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Nocturnal,2006-06-08 01:07:00,2006-06-08 07:58:00,411.0,30.54859223300971,19.59033980582524
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 07:58:00,2006-06-08 08:07:00,9.0,25.44,21.445
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 08:07:00,2006-06-08 09:22:00,75.0,30.28842105263158,24.96605263157895
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 09:22:00,2006-06-08 09:32:00,10.0,28.88,27.174545454545456
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 09:32:00,2006-06-08 09:45:00,13.0,30.578571428571426,27.97785714285714
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 09:45:00,2006-06-08 09:52:00,7.0,29.81,28.375
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 09:52:00,2006-06-08 11:34:00,102.0,33.11699029126214,30.30067961165049
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 11:34:00,2006-06-08 11:42:00,8.0,30.56,30.54111111111111
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 11:42:00,2006-06-08 12:01:00,19.0,32.339,31.13000000000001
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 12:01:00,2006-06-08 12:13:00,12.0,30.75,30.92538461538461
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 12:13:00,2006-06-08 12:31:00,18.0,33.105789473684204,31.722105263157903
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 12:31:00,2006-06-08 12:42:00,11.0,32.66,31.7175
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 12:42:00,2006-06-08 12:48:00,6.0,33.84142857142857,30.912857142857145
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 12:48:00,2006-06-08 12:51:00,3.0,33.05,30.9875
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 12:51:00,2006-06-08 13:12:00,21.0,34.09863636363636,31.86636363636364
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 13:12:00,2006-06-08 13:16:00,4.0,34.04,32.276
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 13:16:00,2006-06-08 13:17:00,1.0,34.43,32.47
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 13:17:00,2006-06-08 13:20:00,3.0,33.84,32.565
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 13:20:00,2006-06-08 13:24:00,4.0,34.314,32.742
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 13:24:00,2006-06-08 13:32:00,8.0,33.64,32.38444444444445
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 13:32:00,2006-06-08 13:41:00,9.0,34.431999999999995,33.269
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 13:41:00,2006-06-08 13:48:00,7.0,33.84,32.761250000000004
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 13:48:00,2006-06-08 13:56:00,8.0,34.586666666666666,33.16111111111112
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 13:56:00,2006-06-08 13:59:00,3.0,33.84,32.6175
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 13:59:00,2006-06-08 14:04:00,5.0,34.135,32.24666666666667
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 14:04:00,2006-06-08 14:07:00,3.0,33.84,32.230000000000004
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 14:07:00,2006-06-08 14:24:00,17.0,34.277222222222214,31.784444444444446
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 14:24:00,2006-06-08 14:38:00,14.0,32.28,31.142666666666667
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 14:38:00,2006-06-08 14:48:00,10.0,33.35909090909092,30.974545454545456
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 14:48:00,2006-06-08 14:55:00,7.0,33.05,31.1775
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 14:55:00,2006-06-08 15:12:00,17.0,34.553888888888885,32.14833333333334
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 15:12:00,2006-06-08 15:16:00,4.0,33.64,31.548
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 15:16:00,2006-06-08 15:39:00,23.0,34.323750000000004,32.08416666666667
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 15:39:00,2006-06-08 15:50:00,11.0,33.25,32.5025
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 15:50:00,2006-06-08 16:01:00,11.0,33.77416666666667,32.550000000000004
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 16:01:00,2006-06-08 16:16:00,15.0,33.05,32.4825
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 16:16:00,2006-06-08 16:29:00,13.0,34.248571428571424,32.27714285714285
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 16:29:00,2006-06-08 16:32:00,3.0,34.04,32.0325
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 16:32:00,2006-06-08 16:43:00,11.0,34.83166666666667,32.19666666666666
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 16:43:00,2006-06-08 17:11:00,28.0,32.47,31.91655172413793
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 17:11:00,2006-06-08 17:29:00,18.0,34.20315789473684,31.770000000000007
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 17:29:00,2006-06-08 17:44:00,15.0,32.86,31.925625
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 17:44:00,2006-06-08 18:14:00,30.0,34.20354838709678,32.11451612903225
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 18:14:00,2006-06-08 18:28:00,14.0,32.86,32.32666666666666
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 18:28:00,2006-06-08 18:38:00,10.0,34.2,32.38181818181818
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 18:38:00,2006-06-08 18:55:00,17.0,32.66,32.21055555555555
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 18:55:00,2006-06-08 19:06:00,11.0,33.70916666666667,31.969166666666663
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 19:06:00,2006-06-08 19:18:00,12.0,31.89,31.597692307692306
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 19:18:00,2006-06-08 19:34:00,16.0,33.658235294117645,31.23058823529412
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 19:34:00,2006-06-08 20:05:00,31.0,30.56,30.904375
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,On,2006-06-08 20:05:00,2006-06-08 20:13:00,8.0,32.91777777777777,30.18111111111111
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Off,2006-06-08 20:13:00,2006-06-08 20:40:00,27.0,28.51,28.98964285714285
Mimus_polyglottos_JU25_06_AR_BY,2006-06-08,June,Nocturnal,2006-06-08 20:40:00,2006-06-09 08:59:00,739.0,31.25429729729729,22.5835
Mimus_polyglottos_JU_11_06,2006-04-16,April,Nocturnal,2006-04-16 20:23:00,2006-04-17 07:01:00,638.0,25.317668231611894,20.76391236306729
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 07:01:00,2006-04-17 07:15:00,14.0,23.16,20.490666666666662
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 07:15:00,2006-04-17 07:50:00,35.0,25.340277777777786,20.56527777777778
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 07:50:00,2006-04-17 08:02:00,12.0,23.51,20.79230769230769
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 08:02:00,2006-04-17 08:26:00,24.0,26.6272,21.4068
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 08:26:00,2006-04-17 08:36:00,10.0,24.91,22.08727272727273
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 08:36:00,2006-04-17 09:06:00,30.0,28.326774193548385,22.59774193548387
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 09:06:00,2006-04-17 09:17:00,11.0,25.62,23.04083333333333
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 09:17:00,2006-04-17 15:35:00,378.0,31.41306068601583,28.22245382585752
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 15:35:00,2006-04-17 15:43:00,8.0,34.83,31.46888888888889
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 15:43:00,2006-04-17 15:45:00,2.0,36.41,30.686666666666667
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 15:45:00,2006-04-17 15:48:00,3.0,36.26,30.512500000000003
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 15:48:00,2006-04-17 15:52:00,4.0,38.282,30.978
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 15:52:00,2006-04-17 15:57:00,5.0,35.44,30.655
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 15:57:00,2006-04-17 16:50:00,53.0,34.12240740740741,30.02222222222222
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 16:50:00,2006-04-17 16:53:00,3.0,31.32,28.8825
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 16:53:00,2006-04-17 17:44:00,51.0,31.59269230769231,28.49
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 17:44:00,2006-04-17 17:57:00,13.0,29.25,27.43285714285715
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 17:57:00,2006-04-17 18:11:00,14.0,30.726666666666667,27.12
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 18:11:00,2006-04-17 18:17:00,6.0,29.25,27.03428571428572
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 18:17:00,2006-04-17 18:39:00,22.0,30.479130434782604,26.53565217391304
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 18:39:00,2006-04-17 18:50:00,11.0,27.42,26.085000000000004
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 18:50:00,2006-04-17 19:15:00,25.0,28.77038461538461,25.786153846153848
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 19:15:00,2006-04-17 19:28:00,13.0,26.34,25.31785714285714
Mimus_polyglottos_JU_11_06,2006-04-17,April,On,2006-04-17 19:28:00,2006-04-17 20:10:00,42.0,28.29209302325581,24.72697674418605
Mimus_polyglottos_JU_11_06,2006-04-17,April,Off,2006-04-17 20:10:00,2006-04-17 20:24:00,14.0,25.09,24.265333333333327
Mimus_polyglottos_JU_11_06,2006-04-17,April,Nocturnal,2006-04-17 20:24:00,2006-04-18 07:19:00,655.0,26.38396341463414,22.21917682926829
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 07:19:00,2006-04-18 07:31:00,12.0,23.16,20.91
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 07:31:00,2006-04-18 08:05:00,34.0,25.722571428571435,21.32914285714285
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 08:05:00,2006-04-18 08:17:00,12.0,24.03,21.866923076923072
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 08:17:00,2006-04-18 08:24:00,7.0,26.21125,22.12
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 08:24:00,2006-04-18 08:30:00,6.0,25.27,22.31428571428572
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 08:30:00,2006-04-18 08:47:00,17.0,26.41,22.58
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 08:47:00,2006-04-18 09:10:00,23.0,24.91,22.781666666666663
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 09:10:00,2006-04-18 09:18:00,8.0,26.442222222222224,23.11888888888889
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 09:18:00,2006-04-18 09:23:00,5.0,25.98,23.301666666666662
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 09:23:00,2006-04-18 09:52:00,29.0,27.486666666666665,23.43166666666668
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 09:52:00,2006-04-18 10:00:00,8.0,26.16,23.37
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 10:00:00,2006-04-18 10:44:00,44.0,27.508,23.721111111111107
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 10:44:00,2006-04-18 10:54:00,10.0,26.52,23.794545454545457
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 10:54:00,2006-04-18 11:18:00,24.0,28.231600000000004,23.9896
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 11:18:00,2006-04-18 11:25:00,7.0,27.78,24.42625
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 11:25:00,2006-04-18 12:31:00,66.0,30.45179104477612,25.89134328358209
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 12:31:00,2006-04-18 12:47:00,16.0,30.75,26.81647058823529
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 12:47:00,2006-04-18 13:07:00,20.0,32.363809523809515,26.879999999999995
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 13:07:00,2006-04-18 13:15:00,8.0,30.56,26.82
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 13:15:00,2006-04-18 14:57:00,102.0,35.12485436893204,30.920970873786413
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 14:57:00,2006-04-18 15:20:00,23.0,34.43,31.100833333333338
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 15:20:00,2006-04-18 15:54:00,34.0,38.97057142857143,33.84342857142857
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 15:54:00,2006-04-18 16:02:00,8.0,36.88,31.98333333333333
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 16:02:00,2006-04-18 16:09:00,7.0,38.1975,32.65
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 16:09:00,2006-04-18 16:14:00,5.0,37.5,33.445
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 16:14:00,2006-04-18 18:05:00,111.0,33.919107142857136,30.223125
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 18:05:00,2006-04-18 18:12:00,7.0,31.89,29.5075
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 18:12:00,2006-04-18 18:32:00,20.0,34.26047619047619,29.36714285714286
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 18:32:00,2006-04-18 18:45:00,13.0,30.56,28.698571428571423
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 18:45:00,2006-04-18 18:53:00,8.0,31.23555555555556,27.94222222222222
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 18:53:00,2006-04-18 19:04:00,11.0,28.88,27.285
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 19:04:00,2006-04-18 19:17:00,13.0,29.732142857142858,26.72571428571428
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 19:17:00,2006-04-18 19:29:00,12.0,27.24,26.063076923076927
Mimus_polyglottos_JU_11_06,2006-04-18,April,On,2006-04-18 19:29:00,2006-04-18 20:07:00,38.0,28.357179487179494,24.86333333333333
Mimus_polyglottos_JU_11_06,2006-04-18,April,Off,2006-04-18 20:07:00,2006-04-18 20:21:00,14.0,24.91,23.729333333333333
Mimus_polyglottos_JU_11_06,2006-04-18,April,Nocturnal,2006-04-18 20:21:00,2006-04-19 07:14:00,653.0,25.793058103975536,20.68276758409786
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 07:14:00,2006-04-19 07:25:00,11.0,24.03,20.74
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 07:25:00,2006-04-19 07:56:00,31.0,27.1015625,20.825
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 07:56:00,2006-04-19 08:06:00,10.0,24.74,21.14545454545454
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 08:06:00,2006-04-19 08:26:00,20.0,27.28142857142857,21.3004761904762
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 08:26:00,2006-04-19 08:37:00,11.0,24.74,21.486666666666665
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 08:37:00,2006-04-19 08:54:00,17.0,25.92222222222222,21.70611111111112
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 08:54:00,2006-04-19 09:01:00,7.0,25.44,22.05625
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 09:01:00,2006-04-19 09:15:00,14.0,26.724,22.335333333333327
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 09:15:00,2006-04-19 09:21:00,6.0,26.34,22.58857142857143
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 09:21:00,2006-04-19 09:41:00,20.0,28.432857142857145,23.32380952380953
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 09:41:00,2006-04-19 09:53:00,12.0,27.06,24.085384615384616
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 09:53:00,2006-04-19 10:33:00,40.0,31.11487804878049,25.142682926829263
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 10:33:00,2006-04-19 10:42:00,9.0,29.07,25.782000000000004
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 10:42:00,2006-04-19 11:07:00,25.0,31.80461538461538,27.12923076923077
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 11:07:00,2006-04-19 11:16:00,9.0,30.75,26.718
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 11:16:00,2006-04-19 11:35:00,19.0,32.5635,28.152500000000003
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 11:35:00,2006-04-19 11:52:00,17.0,31.7,28.076111111111107
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 11:52:00,2006-04-19 14:28:00,156.0,34.30515923566879,30.203375796178342
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 14:28:00,2006-04-19 14:39:00,11.0,35.03,32.825
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 14:39:00,2006-04-19 14:52:00,13.0,36.63,34.46642857142858
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 14:52:00,2006-04-19 15:05:00,13.0,35.24,31.653571428571432
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 15:05:00,2006-04-19 15:21:00,16.0,36.08882352941176,32.972941176470584
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 15:21:00,2006-04-19 15:28:00,7.0,35.64,32.47125
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 15:28:00,2006-04-19 15:45:00,17.0,38.34222222222222,33.93833333333334
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 15:45:00,2006-04-19 15:49:00,4.0,39.43,33.682
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 15:49:00,2006-04-19 15:51:00,2.0,40.02,34.43
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 15:51:00,2006-04-19 15:56:00,5.0,39.21,34.833333333333336
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 15:56:00,2006-04-19 16:00:00,4.0,40.086,35.278
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 16:00:00,2006-04-19 16:19:00,19.0,35.64,33.209999999999994
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 16:19:00,2006-04-19 16:34:00,15.0,36.360625,32.32625
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 16:34:00,2006-04-19 16:51:00,17.0,33.44,31.056111111111104
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 16:51:00,2006-04-19 17:02:00,11.0,34.24916666666667,30.845
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 17:02:00,2006-04-19 17:09:00,7.0,32.66,30.7025
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 17:09:00,2006-04-19 18:53:00,104.0,31.91838095238095,30.230476190476192
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 18:53:00,2006-04-19 19:05:00,12.0,30.94,30.068461538461538
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 19:05:00,2006-04-19 19:27:00,22.0,31.80826086956522,29.15695652173914
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 19:27:00,2006-04-19 19:46:00,19.0,28.88,28.192
Mimus_polyglottos_JU_11_06,2006-04-19,April,On,2006-04-19 19:46:00,2006-04-19 20:11:00,25.0,30.84769230769231,27.503076923076925
Mimus_polyglottos_JU_11_06,2006-04-19,April,Off,2006-04-19 20:11:00,2006-04-19 20:28:00,17.0,27.96,27.09
Mimus_polyglottos_JU_11_06,2006-04-19,April,Nocturnal,2006-04-19 20:28:00,2006-04-20 06:49:00,621.0,27.03040192926045,22.872942122186497
Mimus_polyglottos_JU_11_06,2006-04-20,April,Off,2006-04-20 06:49:00,2006-04-20 06:55:00,6.0,26.34,21.6
Mimus_polyglottos_JU_11_06,2006-04-20,April,On,2006-04-20 06:55:00,2006-04-20 07:07:00,12.0,26.866153846153846,21.63923076923077
Mimus_polyglottos_JU_11_06,2006-04-20,April,Off,2006-04-20 07:07:00,2006-04-20 07:19:00,12.0,24.03,21.77
Mimus_polyglottos_JU_11_06,2006-04-20,April,On,2006-04-20 07:19:00,2006-04-20 07:28:00,9.0,26.309,21.914
Mimus_polyglottos_JU_11_06,2006-04-20,April,Off,2006-04-20 07:28:00,2006-04-20 07:34:00,6.0,26.34,21.95
Mimus_polyglottos_JU_11_06,2006-04-20,April,On,2006-04-20 07:34:00,2006-04-20 07:42:00,8.0,27.926666666666662,21.987777777777776
Mimus_polyglottos_JU_11_06,2006-04-20,April,Off,2006-04-20 07:42:00,2006-04-20 07:51:00,9.0,24.74,22.035000000000004
Mimus_polyglottos_JU_11_06,2006-04-20,April,On,2006-04-20 07:51:00,2006-04-20 08:10:00,19.0,25.974999999999994,22.256000000000004
Mimus_polyglottos_JU_11_06,2006-04-20,April,Off,2006-04-20 08:10:00,2006-04-20 08:22:00,12.0,24.56,22.32923076923077
Mimus_polyglottos_JU_11_06,2006-04-20,April,On,2006-04-20 08:22:00,2006-04-20 08:47:00,25.0,26.06576923076923,22.58346153846153
Mimus_polyglottos_JU_11_06,2006-04-20,April,Off,2006-04-20 08:47:00,2006-04-20 08:59:00,12.0,25.44,23.049230769230768
Mimus_polyglottos_JU_11_06,2006-04-20,April,On,2006-04-20 08:59:00,2006-04-20 09:13:00,14.0,26.628,23.227333333333327
Mimus_polyglottos_JU_11_06,2006-04-20,April,Off,2006-04-20 09:13:00,2006-04-20 09:24:00,11.0,26.34,23.814166666666665
Mimus_polyglottos_JU_11_06,2006-04-20,April,On,2006-04-20 09:24:00,2006-04-20 09:52:00,28.0,28.268965517241377,23.94758620689656
