date,year,month,Idnest,massegg,number,clutch size
29-May-06,2006,May,MH13,4.45,A,3
29-May-06,2006,May,MH13,4.3,B,3
29-May-06,2006,May,MH13,4.3,C,3
2-Jun-06,2006,Jun,MH14,5.3,A,3
2-Jun-06,2006,Jun,MH14,5.25,B,3
2-Jun-06,2006,Jun,MH14,5.25,C,3
5-Jun-06,2006,Jun,MH14,5.2,A,4
5-Jun-06,2006,Jun,MH14,5.2,B,4
5-Jun-06,2006,Jun,MH14,5.15,C,4
5-Jun-06,2006,Jun,MH14,5.1,D,4
10-Jun-06,2006,Jun,MH14,4.2,1,1
7-Jun-06,2006,Jun,MH16,4.25,1,1
3-Jun-06,2006,Jun,MH17,4.3,1,3
3-Jun-06,2006,Jun,MH17,4,2,3
3-Jun-06,2006,Jun,MH17,4.15,3,3
8-Jun-06,2006,Jun,MH17,4.1,1,3
8-Jun-06,2006,Jun,MH17,3.8,2,3
8-Jun-06,2006,Jun,MH17,3.95,3,3
5-Jun-06,2006,Jun,MH18,5.2,1,3
5-Jun-06,2006,Jun,MH18,4.4,2,3
5-Jun-06,2006,Jun,MH18,4.95,3,3
5-Jun-06,2006,Jun,MH18,5.2,1,3
5-Jun-06,2006,Jun,MH18,4.4,2,3
5-Jun-06,2006,Jun,MH18,4.95,3,3
9-Jun-06,2006,Jun,MH18,5,1,3
9-Jun-06,2006,Jun,MH18,4.2,2,3
9-Jun-06,2006,Jun,MH18,4.65,3,3
18-May-06,2006,May,MH2,5.4,4,4
20-May-06,2006,May,MH2,4.8,1,4
20-May-06,2006,May,MH2,5.65,3,4
22-May-06,2006,May,MH2,4.75,1,4
22-May-06,2006,May,MH2,5.6,3,4
22-May-06,2006,May,MH2,5.35,4,4
16-May-06,2006,May,MH2,4.9,1,4
16-May-06,2006,May,MH2,5,2,4
16-May-06,2006,May,MH2,5.7,3,4
16-May-06,2006,May,MH2,5.4,4,4
18-May-06,2006,May,MH2,4.8,1,4
18-May-06,2006,May,MH2,5.7,3,4
19-Jun-06,2006,Jun,MH21,3.85,1,2
19-Jun-06,2006,Jun,MH21,4,2,2
11-Jun-06,2006,Jun,MH22,3.95,1,2
11-Jun-06,2006,Jun,MH22,4.15,2,2
25-Jun-06,2006,Jun,MH23,4.6,1,4
25-Jun-06,2006,Jun,MH23,4.65,2,4
25-Jun-06,2006,Jun,MH23,4.45,3,4
25-Jun-06,2006,Jun,MH23,4.75,4,4
20-Jun-06,2006,Jun,MH23,4.05,1,3
20-Jun-06,2006,Jun,MH23,3.9,2,3
27-Jun-06,2006,Jun,MH25,4.15,1,3
27-Jun-06,2006,Jun,MH25,4.5,2,3
27-Jun-06,2006,Jun,MH25,4.35,3,3
29-Jun-06,2006,Jun,MH25,4.45,2,3
29-Jun-06,2006,Jun,MH25,4.25,3,3
1-Jul-06,2006,Jul,MH25,4.4,2,3
1-Jul-06,2006,Jul,MH25,4.15,3,3
3-Jul-06,2006,Jul,MH25,4.25,2,3
3-Jul-06,2006,Jul,MH25,4.05,3,3
5-Jul-06,2006,Jul,MH25,4.25,2,3
5-Jul-06,2006,Jul,MH25,3.95,3,3
7-Jul-06,2006,Jul,MH25,3.95,3,3
28-Jun-06,2006,Jun,MH26,4.2,1,3
28-Jun-06,2006,Jun,MH26,4.2,2,3
28-Jun-06,2006,Jun,MH26,4.45,3,3
1-Jul-06,2006,Jul,MH26,4.1,1,3
1-Jul-06,2006,Jul,MH26,4.1,2,3
1-Jul-06,2006,Jul,MH26,4.15,3,3
3-Jul-06,2006,Jul,MH26,4.1,1,3
30-Jun-06,2006,Jun,MH27,4.65,A,2
30-Jun-06,2006,Jun,MH27,4.3,B,2
3-Jul-06,2006,Jul,MH29,3.45,A,3
3-Jul-06,2006,Jul,MH29,3.7,B,3
5-Jul-06,2006,Jul,MH29,3.45,A,3
5-Jul-06,2006,Jul,MH29,3.7,B,3
5-Jul-06,2006,Jul,MH29,3.9,C,3
8-Jul-06,2006,Jul,MH29,3.5,A,3
8-Jul-06,2006,Jul,MH29,3.7,B,3
8-Jul-06,2006,Jul,MH29,3.95,C,3
10-Jul-06,2006,Jul,MH29,3.35,A,3
10-Jul-06,2006,Jul,MH29,3.55,B,3
10-Jul-06,2006,Jul,MH29,3.8,C,3
12-Jul-06,2006,Jul,MH29,3.3,A,3
12-Jul-06,2006,Jul,MH29,4.85,B,3
12-Jul-06,2006,Jul,MH29,4.85,C,3
14-Jun-06,2006,Jun,MH29,3.15,A,3
14-Jun-06,2006,Jun,MH29,3.4,B,3
14-Jun-06,2006,Jun,MH29,3.7,C,3
18-Jun-06,2006,Jun,MH29,4.3,A,3
18-Jun-06,2006,Jun,MH29,4.65,B,3
18-Jun-06,2006,Jun,MH29,4.65,C,3
24-May-06,2006,May,MH3,4.85,1,4
24-May-06,2006,May,MH3,3.6,2,4
24-May-06,2006,May,MH3,3.8,3,4
24-May-06,2006,May,MH3,3.7,4,4
20-May-06,2006,May,MH3,3.9,1,4
20-May-06,2006,May,MH3,4.05,2,4
20-May-06,2006,May,MH3,3.55,3,4
20-May-06,2006,May,MH3,3.95,4,4
22-May-06,2006,May,MH3,3.75,1,4
22-May-06,2006,May,MH3,3.9,2,4
22-May-06,2006,May,MH3,3.85,4,4
17-May-06,2006,May,MH3,4,1,4
17-May-06,2006,May,MH3,4.15,2,4
17-May-06,2006,May,MH3,3.55,3,4
17-May-06,2006,May,MH3,4.05,4,4
5-Jul-06,2006,Jul,MH30,4.4,1,4
5-Jul-06,2006,Jul,MH30,4.5,2,4
5-Jul-06,2006,Jul,MH30,4.5,3,4
5-Jul-06,2006,Jul,MH30,4.5,4,4
8-Jul-06,2006,Jul,MH30,4.25,1,4
8-Jul-06,2006,Jul,MH30,4.4,2,4
8-Jul-06,2006,Jul,MH30,4.35,3,4
8-Jul-06,2006,Jul,MH30,4.25,4,4
13-Jul-06,2006,Jul,MH31,4.45,A,3
13-Jul-06,2006,Jul,MH31,4.85,B,3
13-Jul-06,2006,Jul,MH31,4.85,C,3
15-Jun-06,2006,Jun,MH31,4.3,A,3
15-Jun-06,2006,Jun,MH31,4.7,B,3
15-Jun-06,2006,Jun,MH31,4.7,C,3
21-Jul-06,2006,Jul,MH33,4.75,1,3
21-Jul-06,2006,Jul,MH33,4.6,2,3
21-Jul-06,2006,Jul,MH33,3.95,3,3
24-Jul-06,2006,Jul,MH33,4.55,1,3
24-Jul-06,2006,Jul,MH33,4.35,2,3
24-Jul-06,2006,Jul,MH33,3.8,3,3
26-Jul-06,2006,Jul,MH33,4.45,1,3
26-Jul-06,2006,Jul,MH33,4.35,2,3
26-Jul-06,2006,Jul,MH33,3.75,3,3
23-May-06,2006,May,MH4,4.4,1,3
23-May-06,2006,May,MH4,4.65,2,3
23-May-06,2006,May,MH4,4.85,3,3
25-May-06,2006,May,MH4,4.3,1,3
25-May-06,2006,May,MH4,4.75,3,3
28-May-06,2006,May,MH4,4.05,1,3
28-May-06,2006,May,MH4,4.6,3,3
19-May-06,2006,May,MH4,4.6,1,3
19-May-06,2006,May,MH4,4.85,2,3
19-May-06,2006,May,MH4,4.95,3,3
21-May-06,2006,May,MH4,4.7,1,3
21-May-06,2006,May,MH4,4.8,2,3
21-May-06,2006,May,MH4,4.95,3,3
19-May-06,2006,May,MH5,3.9,1,4
19-May-06,2006,May,MH5,3.6,2,4
19-May-06,2006,May,MH5,3.95,3,4
19-May-06,2006,May,MH5,4.05,4,4
21-May-06,2006,May,MH5,2.75,1,4
21-May-06,2006,May,MH5,3.75,3,4
21-May-06,2006,May,MH5,3.8,4,4
24-May-06,2006,May,MH6,4.6,1,3
24-May-06,2006,May,MH6,4.7,2,3
24-May-06,2006,May,MH6,4.5,3,3
26-May-06,2006,May,MH6,4.55,1,1
26-May-06,2006,May,MH6,4.65,2,2
26-May-06,2006,May,MH6,4.5,3,3
28-May-06,2006,May,MH6,4.5,1,3
28-May-06,2006,May,MH6,4.55,2,3
28-May-06,2006,May,MH6,4.45,3,3
30-May-06,2006,May,MH6,4.45,1,3
30-May-06,2006,May,MH6,4.4,2,3
30-May-06,2006,May,MH6,4.4,3,3
31-May-06,2006,May,MH6,4.4,1,3
31-May-06,2006,May,MH6,4.4,2,3
31-May-06,2006,May,MH6,4.35,3,3
24-May-06,2006,May,MH7,5,1,2
24-May-06,2006,May,MH7,4.9,2,2
26-May-06,2006,May,MH7,4.95,1,2
26-May-06,2006,May,MH7,4.9,2,2
28-May-06,2006,May,MH7,4.9,1,2
28-May-06,2006,May,MH7,4.8,2,2
30-May-06,2006,May,MH7,4.7,1,2
30-May-06,2006,May,MH7,4.75,2,2
31-May-06,2006,May,MH7,4.9,1,2
31-May-06,2006,May,MH7,4.75,2,2
2-Jun-06,2006,Jun,MH7,4.9,1,2
2-Jun-06,2006,Jun,MH7,4.75,2,2
22-May-06,2006,May,MH8,4.8,2,1
29-Jun-06,2006,Jun,MP,4.4,1,2
29-Jun-06,2006,Jun,MP,4.6,2,2
9-Jun-06,2006,Jun,MP,4.5,1,3
9-Jun-06,2006,Jun,MP,4.35,2,3
9-Jun-06,2006,Jun,MP,4.35,3,3
9-May-06,2006,May,MP 03,6.5,1,3
9-May-06,2006,May,MP 03,3.4,2,3
9-May-06,2006,May,MP 03,3.5,3,3
17-May-06,2006,May,MP 04 ,5,2,2
18-May-06,2006,May,MP 05,3.65,1,2
16-Apr-06,2006,Apr,MP 1 _06 ,3.7,1,2
16-Apr-06,2006,Apr,MP 1 _06 ,3.85,2,2
20-Apr-06,2006,Apr,MP 1 _06 ,3.7,1,2
20-Apr-06,2006,Apr,MP 1 _06 ,3.95,2,2
4-May-06,2006,May,MP03_06,3.55,1,3
4-May-06,2006,May,MP03_06,3.5,2,3
4-May-06,2006,May,MP03_06,3.8,3,3
7-May-06,2006,May,MP03_06,3.7,1,3
7-May-06,2006,May,MP03_06,3.5,2,3
7-May-06,2006,May,MP03_06,3.75,3,3
17-May-06,2006,May,MP04,5.15,1,2
17-May-06,2006,May,MP04,5,2,2
16-May-06,2006,May,MP04,5.15,1,2
16-May-06,2006,May,MP04,5,2,2
8-May-06,2006,May,MP05,3.65,1,3
8-May-06,2006,May,MP05,3.85,2,3
8-May-06,2006,May,MP05,3.9,3,3
18-May-06,2006,May,MP05,3.65,1,3
18-May-06,2006,May,MP05,3.85,2,3
18-May-06,2006,May,MP05,3.9,3,3
16-Apr-06,2006,Apr,MP1,3.7,1,2
16-Apr-06,2006,Apr,MP1,3.85,2,2
16-Apr-06,2006,Apr,MP1,3.7,1,2
16-Apr-06,2006,Apr,MP1,3.95,2,2
16-Apr-06,2006,Apr,MP1_06,3.7,1,2
16-Apr-06,2006,Apr,MP1_06,3.85,2,2
20-Apr-06,2006,Apr,MP1_06,3.7,1,2
20-Apr-06,2006,Apr,MP1_06,3.95,2,2
27-Jun-06,2006,Jun,MP10,4.35,A,1
19-Jul-06,2006,Jul,MP16,4.1,1,2
19-Jul-06,2006,Jul,MP16,4.15,2,2
20-Apr-06,2006,Apr,MP2,5.15,1,4
20-Apr-06,2006,Apr,MP2,5.1,2,4
20-Apr-06,2006,Apr,MP2,5.25,3,4
20-Apr-06,2006,Apr,MP2,4.85,4,4
25-Apr-06,2006,Apr,MP2,5.45,2,1
20-Apr-06,2006,Apr,MP2_06,5.15,1,4
20-Apr-06,2006,Apr,MP2_06,5.1,2,4
20-Apr-06,2006,Apr,MP2_06,5.25,3,4
20-Apr-06,2006,Apr,MP2_06,4.85,4,4
25-Apr-06,2006,Apr,MP2_06,5.45,2,1
20-Apr-06,2006,Apr,MP2_06,5.15,1,4
20-Apr-06,2006,Apr,MP2_06,5.1,2,4
20-Apr-06,2006,Apr,MP2_06,5.25,3,4
20-Apr-06,2006,Apr,MP2_06,4.85,3,4
4-May-06,2006,May,MP3,3.55,1,3
4-May-06,2006,May,MP3,3.5,2,3
4-May-06,2006,May,MP3,3.8,3,3
7-May-06,2006,May,MP3,3.7,1,3
7-May-06,2006,May,MP3,3.5,2,3
7-May-06,2006,May,MP3,3.75,3,3
9-May-06,2006,May,MP3,3.5,1,3
9-May-06,2006,May,MP3,3.4,2,3
9-May-06,2006,May,MP3,3.5,3,3
7-Jun-06,2006,Jun,MP6,3.75,A,1
19-Jun-06,2006,Jun,MP7,4.15,1,4
19-Jun-06,2006,Jun,MP7,4.1,2,4
19-Jun-06,2006,Jun,MP7,4.1,3,4
19-Jun-06,2006,Jun,MP7,4.35,4,4
19-Jun-06,2006,Jun,MP8,3.05,1,3
19-Jun-06,2006,Jun,MP8,4.65,2,3
19-Jun-06,2006,Jun,MP8,4.05,3,3
23-Jun-06,2006,Jun,MP9,5.3,1,4
23-Jun-06,2006,Jun,MP9,5.6,2,4
23-Jun-06,2006,Jun,MP9,5.2,3,4
23-Jun-06,2006,Jun,MP9,4.99,4,4
5-Mar-06,2006,Mar,SD10,3.5,1,2
5-Mar-06,2006,Mar,SD10,3.9,2,2
5-Mar-06,2006,Mar,SD12,4.6,1,2
5-Mar-06,2006,Mar,SD12,4.4,2,2
25-Mar-06,2006,Mar,SD14,4.7,1,4
25-Mar-06,2006,Mar,SD14,4.8,2,4
25-Mar-06,2006,Mar,SD14,4.8,3,4
25-Mar-06,2006,Mar,SD14,4.9,4,4
25-Mar-06,2006,Mar,SD29,3.4,1,3
25-Mar-06,2006,Mar,SD29,3.3,2,3
25-Mar-06,2006,Mar,SD29,3.1,3,3
3-Mar-06,2006,Mar,SD3,4.1,1,3
3-Mar-06,2006,Mar,SD3,4.1,2,3
3-Mar-06,2006,Mar,SD3,4.1,3,3
5-Mar-06,2006,Mar,SD7,3.7,1,2
5-Mar-06,2006,Mar,SD7,3,2,2
18-May-06,2006,May,X,3.85,2,3
18-May-06,2006,May,X,3.9,3,3
3-May-06,2005,May,GL23,4.3,,3
3-May-06,2005,May,GL23,4.4,,3
3-May-06,2005,May,GL23,3.7,,3
6-May-05,2005,May,GL47,4.8,,4
6-May-05,2005,May,GL47,4.5,,4
6-May-05,2005,May,GL47,4.3,,4
6-May-05,2005,May,GL47,4.3,,4
6-May-05,2005,May,GL50,4.6,,4
6-May-05,2005,May,GL50,4,,4
6-May-05,2005,May,GL50,3.9,,4
6-May-05,2005,May,GL50,4.2,,4
7-May-05,2005,May,NW Stadium,4.4,,3
7-May-05,2005,May,NW Stadium,4.3,,3
7-May-05,2005,May,NW Stadium,4.4,,3
7-May-05,2005,May,GL26,3.7,,4
7-May-05,2005,May,GL26,4.1,,4
7-May-05,2005,May,GL26,4,,4
7-May-05,2005,May,GL26,3.9,,4
7-May-05,2005,May,GL53,3.7,,4
7-May-05,2005,May,GL53,4,,4
7-May-05,2005,May,GL53,4,,4
7-May-05,2005,May,GL53,4.1,,4
9-May-05,2005,May,GL62,4.6,,3
9-May-05,2005,May,GL62,4.9,,3
9-May-05,2005,May,GL62,4.6,,3
10-May-05,2005,May,GL27,3.7,,3
10-May-05,2005,May,GL27,4.1,,3
10-May-05,2005,May,GL27,4,,3
10-May-05,2005,May,GL31,3.1,,1
11-May-05,2005,May,GL60,4.2,,4
11-May-05,2005,May,GL60,4.4,,4
11-May-05,2005,May,GL60,4.1,,4
11-May-05,2005,May,GL60,4,,4
12-May-05,2005,May,GL65,5,,3
12-May-05,2005,May,GL65,4.8,,3
12-May-05,2005,May,GL65,4.5,,3
16-May-05,2005,May,GL73,4.7,,3
16-May-05,2005,May,GL73,4.4,,3
16-May-05,2005,May,GL73,4.4,,3
16-May-05,2005,May,GL44,4.2,,3
16-May-05,2005,May,GL44,4.4,,3
16-May-05,2005,May,GL44,4.8,,3
18-May-05,2005,May,GL(Tennis court),4.1,,3
18-May-05,2005,May,GL(Tennis court),4.3,,3
18-May-05,2005,May,GL(Tennis court),4.5,,3
3-Jun-05,2005,Jun,GL80,4.4,,3
3-Jun-05,2005,Jun,GL80,4,,3
3-Jun-05,2005,Jun,GL80,4,,3
5-Jun-05,2005,Jun,GL83,4.1,,3
5-Jun-05,2005,Jun,GL83,4.2,,3
5-Jun-05,2005,Jun,GL83,4.3,,3
6-Jun-05,2005,Jun,GL81,5,,2
6-Jun-05,2005,Jun,GL81,4.6,,2
6-Jun-05,2005,Jun,GL82,4.4,,2
6-Jun-05,2005,Jun,GL82,4.4,,2
6-Jun-05,2005,Jun,SD245,5,,4
6-Jun-05,2005,Jun,SD245,5,,4
6-Jun-05,2005,Jun,SD245,4.7,,4
6-Jun-05,2005,Jun,SD245,4.9,,4
6-Jun-05,2005,Jun,GL94,4.5,,4
6-Jun-05,2005,Jun,GL94,4.1,,4
6-Jun-05,2005,Jun,GL94,4.7,,4
6-Jun-05,2005,Jun,GL94,4.3,,4
7-Jun-05,2005,Jun,SD250,4.6,,4
7-Jun-05,2005,Jun,SD250,4.8,,4
7-Jun-05,2005,Jun,SD250,4.3,,4
7-Jun-05,2005,Jun,SD250,4.7,,4
8-Jun-05,2005,Jun,SD255,4.4,,4
8-Jun-05,2005,Jun,SD255,4.6,,4
8-Jun-05,2005,Jun,SD255,4.8,,4
8-Jun-05,2005,Jun,SD255,4.6,,4
12-Jun-05,2005,Jun,GL98,3.8,,3
12-Jun-05,2005,Jun,GL98,3.7,,3
12-Jun-05,2005,Jun,GL98,3.8,,3
19-Jun-05,2005,Jun,GL110,4.3,,4
19-Jun-05,2005,Jun,GL110,3.9,,4
19-Jun-05,2005,Jun,GL110,4.1,,4
19-Jun-05,2005,Jun,GL110,4.1,,4
19-Jun-05,2005,Jun,GL118,4.9,,4
19-Jun-05,2005,Jun,GL118,5.1,,4
19-Jun-05,2005,Jun,GL118,4.5,,4
19-Jun-05,2005,Jun,GL118,5.3,,4
19-Jun-05,2005,Jun,GL111,4.5,,3
19-Jun-05,2005,Jun,GL111,4.4,,3
19-Jun-05,2005,Jun,GL111,4.5,,3
1-Jul-05,2005,Jul,GL124,4,,2
1-Jul-05,2005,Jul,GL124,4.6,,2
1-Jul-05,2005,Jul,GL120,4.4,,3
1-Jul-05,2005,Jul,GL120,4.3,,3
1-Jul-05,2005,Jul,GL120,4.1,,3
2-Jul-05,2005,Jul,GL126,4.1,,4
2-Jul-05,2005,Jul,GL126,3.9,,4
2-Jul-05,2005,Jul,GL126,3.7,,4
2-Jul-05,2005,Jul,GL126,4,,4
2-Jul-05,2005,Jul,SD310,4.1,,3
2-Jul-05,2005,Jul,SD310,3.9,,3
2-Jul-05,2005,Jul,SD310,3.8,,3
3-Jul-05,2005,Jul,GL127,3.5,,3
3-Jul-05,2005,Jul,GL127,4,,3
3-Jul-05,2005,Jul,GL127,3.9,,3
3-Jul-05,2005,Jul,GL128,4.5,,3
3-Jul-05,2005,Jul,GL128,4.3,,3
3-Jul-05,2005,Jul,GL128,4.2,,3
3-Jul-05,2005,Jul,GL129,4.6,,3
3-Jul-05,2005,Jul,GL129,5,,3
3-Jul-05,2005,Jul,GL129,4.6,,3
3-Jul-05,2005,Jul,GL130,2.54,,3
3-Jul-05,2005,Jul,GL130,4.8,,3
3-Jul-05,2005,Jul,GL130,4.8,,3
3-Jul-05,2005,Jul,GL131,4.1,,1
3-Jul-05,2005,Jul,GL132,3.9,,3
3-Jul-05,2005,Jul,GL132,4.2,,3
3-Jul-05,2005,Jul,GL132,3.7,,3
3-Jul-05,2005,Jul,GL133,4.1,,3
3-Jul-05,2005,Jul,GL133,4.5,,3
3-Jul-05,2005,Jul,GL133,4.8,,3
3-Jul-05,2005,Jul,GL136,4.3,,3
3-Jul-05,2005,Jul,GL136,4.2,,3
3-Jul-05,2005,Jul,GL136,3.9,,3
5-Jul-05,2005,Jul,GL139,4.4,,3
5-Jul-05,2005,Jul,GL139,4.7,,3
5-Jul-05,2005,Jul,GL139,4.6,,3
6-Jul-05,2005,Jul,GL119,4.5,,3
6-Jul-05,2005,Jul,GL119,4.8,,3
6-Jul-05,2005,Jul,GL119,4.6,,3
6-Jul-05,2005,Jul,GL140,4.1,,4
6-Jul-05,2005,Jul,GL140,4.5,,4
6-Jul-05,2005,Jul,GL140,4.2,,4
6-Jul-05,2005,Jul,GL140,4.1,,4
6-Jul-05,2005,Jul,GL142,4.3,,3
6-Jul-05,2005,Jul,GL142,4.2,,3
6-Jul-05,2005,Jul,GL142,4.5,,3
7-Jul-05,2005,Jul,SD317,4.5,,4
7-Jul-05,2005,Jul,SD317,4.6,,4
7-Jul-05,2005,Jul,SD317,5.1,,4
7-Jul-05,2005,Jul,SD317,4.1,,4
