"Plot Title: MH45_07_C"
"#","Date Time, GMT-05:00","H08 Temp., °C (LGR S/N: 870241)","H08 Temp., °C (LGR S/N: 870241)"
1,06/27/07 01:00:00 PM,37.92,32.86
2,06/27/07 01:01:00 PM,38.56,32.28
3,06/27/07 01:02:00 PM,39.64,31.89
4,06/27/07 01:03:00 PM,38.99,31.89
5,06/27/07 01:04:00 PM,38.14,31.89
6,06/27/07 01:05:00 PM,37.08,32.47
7,06/27/07 01:06:00 PM,36.67,32.86
8,06/27/07 01:07:00 PM,36.46,33.25
9,06/27/07 01:08:00 PM,35.85,33.25
10,06/27/07 01:09:00 PM,35.44,33.64
11,06/27/07 01:10:00 PM,36.46,34.04
12,06/27/07 01:11:00 PM,36.67,33.64
13,06/27/07 01:12:00 PM,36.88,33.25
14,06/27/07 01:13:00 PM,37.29,32.86
15,06/27/07 01:14:00 PM,37.50,32.66
16,06/27/07 01:15:00 PM,36.46,32.47
17,06/27/07 01:16:00 PM,35.85,31.89
18,06/27/07 01:17:00 PM,35.64,32.08
19,06/27/07 01:18:00 PM,35.24,32.08
20,06/27/07 01:19:00 PM,35.03,32.08
21,06/27/07 01:20:00 PM,36.46,32.47
22,06/27/07 01:21:00 PM,37.71,33.05
23,06/27/07 01:22:00 PM,37.92,33.25
24,06/27/07 01:23:00 PM,37.29,33.25
25,06/27/07 01:24:00 PM,36.67,33.64
26,06/27/07 01:25:00 PM,36.46,33.64
27,06/27/07 01:26:00 PM,36.26,33.44
28,06/27/07 01:27:00 PM,36.05,33.25
29,06/27/07 01:28:00 PM,36.05,33.25
30,06/27/07 01:29:00 PM,35.64,32.66
31,06/27/07 01:30:00 PM,35.03,32.28
32,06/27/07 01:31:00 PM,34.83,32.08
33,06/27/07 01:32:00 PM,34.63,32.08
34,06/27/07 01:33:00 PM,34.23,31.89
35,06/27/07 01:34:00 PM,34.04,31.70
36,06/27/07 01:35:00 PM,34.23,31.89
37,06/27/07 01:36:00 PM,34.63,32.47
38,06/27/07 01:37:00 PM,35.03,32.86
39,06/27/07 01:38:00 PM,34.83,32.47
40,06/27/07 01:39:00 PM,34.83,32.47
41,06/27/07 01:40:00 PM,35.64,32.66
42,06/27/07 01:41:00 PM,36.26,33.05
43,06/27/07 01:42:00 PM,36.46,33.25
44,06/27/07 01:43:00 PM,36.88,32.86
45,06/27/07 01:44:00 PM,37.29,32.86
46,06/27/07 01:45:00 PM,36.88,32.86
47,06/27/07 01:46:00 PM,36.26,32.86
48,06/27/07 01:47:00 PM,36.26,33.25
49,06/27/07 01:48:00 PM,36.46,33.44
50,06/27/07 01:49:00 PM,36.88,33.64
51,06/27/07 01:50:00 PM,37.50,33.64
52,06/27/07 01:51:00 PM,37.50,33.64
53,06/27/07 01:52:00 PM,37.92,33.44
54,06/27/07 01:53:00 PM,37.92,33.84
55,06/27/07 01:54:00 PM,38.14,34.04
56,06/27/07 01:55:00 PM,38.14,34.23
57,06/27/07 01:56:00 PM,37.71,33.84
58,06/27/07 01:57:00 PM,36.88,33.25
59,06/27/07 01:58:00 PM,36.46,32.86
60,06/27/07 01:59:00 PM,36.46,33.05
61,06/27/07 02:00:00 PM,36.88,33.25
62,06/27/07 02:01:00 PM,36.67,33.44
63,06/27/07 02:02:00 PM,36.46,32.86
64,06/27/07 02:03:00 PM,36.26,32.47
65,06/27/07 02:04:00 PM,36.05,32.47
66,06/27/07 02:05:00 PM,35.85,32.47
67,06/27/07 02:06:00 PM,35.64,32.66
68,06/27/07 02:07:00 PM,35.44,32.47
69,06/27/07 02:08:00 PM,35.24,32.47
70,06/27/07 02:09:00 PM,35.03,32.47
71,06/27/07 02:10:00 PM,35.85,32.28
72,06/27/07 02:11:00 PM,36.26,32.28
73,06/27/07 02:12:00 PM,36.67,32.47
74,06/27/07 02:13:00 PM,36.26,32.66
75,06/27/07 02:14:00 PM,36.46,33.25
76,06/27/07 02:15:00 PM,36.67,33.05
77,06/27/07 02:16:00 PM,36.46,32.66
78,06/27/07 02:17:00 PM,35.85,32.28
79,06/27/07 02:18:00 PM,35.44,32.08
80,06/27/07 02:19:00 PM,35.03,32.08
81,06/27/07 02:20:00 PM,34.83,31.89
82,06/27/07 02:21:00 PM,34.63,31.70
83,06/27/07 02:22:00 PM,34.63,31.70
84,06/27/07 02:23:00 PM,34.83,31.89
85,06/27/07 02:24:00 PM,35.03,31.89
86,06/27/07 02:25:00 PM,35.85,31.89
87,06/27/07 02:26:00 PM,36.26,32.08
88,06/27/07 02:27:00 PM,36.46,32.08
89,06/27/07 02:28:00 PM,36.26,32.47
90,06/27/07 02:29:00 PM,36.05,32.86
91,06/27/07 02:30:00 PM,36.05,33.25
92,06/27/07 02:31:00 PM,36.26,33.64
93,06/27/07 02:32:00 PM,36.26,33.64
94,06/27/07 02:33:00 PM,36.46,34.04
95,06/27/07 02:34:00 PM,36.46,34.04
96,06/27/07 02:35:00 PM,36.46,33.64
97,06/27/07 02:36:00 PM,36.67,33.05
98,06/27/07 02:37:00 PM,37.29,32.86
99,06/27/07 02:38:00 PM,37.08,32.66
100,06/27/07 02:39:00 PM,37.29,32.86
101,06/27/07 02:40:00 PM,37.08,33.05
102,06/27/07 02:41:00 PM,36.88,33.05
103,06/27/07 02:42:00 PM,36.26,32.86
104,06/27/07 02:43:00 PM,36.26,32.86
105,06/27/07 02:44:00 PM,36.05,33.05
106,06/27/07 02:45:00 PM,36.05,33.25
107,06/27/07 02:46:00 PM,36.05,33.44
108,06/27/07 02:47:00 PM,36.05,33.44
109,06/27/07 02:48:00 PM,36.26,33.44
110,06/27/07 02:49:00 PM,36.05,33.64
111,06/27/07 02:50:00 PM,36.05,33.84
112,06/27/07 02:51:00 PM,36.05,34.04
113,06/27/07 02:52:00 PM,36.26,34.23
114,06/27/07 02:53:00 PM,36.26,34.04
115,06/27/07 02:54:00 PM,36.26,33.44
116,06/27/07 02:55:00 PM,36.67,33.05
117,06/27/07 02:56:00 PM,36.88,33.05
118,06/27/07 02:57:00 PM,36.67,33.25
119,06/27/07 02:58:00 PM,36.46,33.64
120,06/27/07 02:59:00 PM,36.46,33.84
121,06/27/07 03:00:00 PM,36.46,34.23
122,06/27/07 03:01:00 PM,36.26,34.43
123,06/27/07 03:02:00 PM,36.26,34.63
124,06/27/07 03:03:00 PM,36.26,34.43
125,06/27/07 03:04:00 PM,36.26,34.63
126,06/27/07 03:05:00 PM,36.46,34.43
127,06/27/07 03:06:00 PM,36.46,34.04
128,06/27/07 03:07:00 PM,36.67,33.64
129,06/27/07 03:08:00 PM,36.67,33.25
130,06/27/07 03:09:00 PM,36.88,33.05
131,06/27/07 03:10:00 PM,36.88,33.25
132,06/27/07 03:11:00 PM,36.88,33.44
133,06/27/07 03:12:00 PM,36.88,33.64
134,06/27/07 03:13:00 PM,36.67,33.44
135,06/27/07 03:14:00 PM,36.46,33.44
136,06/27/07 03:15:00 PM,36.67,33.64
137,06/27/07 03:16:00 PM,36.46,34.04
138,06/27/07 03:17:00 PM,36.46,34.23
139,06/27/07 03:18:00 PM,36.46,33.84
140,06/27/07 03:19:00 PM,36.26,34.04
141,06/27/07 03:20:00 PM,36.26,34.04
142,06/27/07 03:21:00 PM,36.26,34.23
143,06/27/07 03:22:00 PM,36.46,34.23
144,06/27/07 03:23:00 PM,36.67,34.04
145,06/27/07 03:24:00 PM,36.67,33.84
146,06/27/07 03:25:00 PM,36.88,33.84
147,06/27/07 03:26:00 PM,36.67,33.64
148,06/27/07 03:27:00 PM,36.46,33.84
149,06/27/07 03:28:00 PM,36.46,33.84
150,06/27/07 03:29:00 PM,36.05,33.64
151,06/27/07 03:30:00 PM,36.05,33.84
152,06/27/07 03:31:00 PM,36.26,34.04
153,06/27/07 03:32:00 PM,36.46,34.23
154,06/27/07 03:33:00 PM,36.67,34.43
155,06/27/07 03:34:00 PM,36.46,34.23
156,06/27/07 03:35:00 PM,37.71,33.64
157,06/27/07 03:36:00 PM,40.30,33.44
158,06/27/07 03:37:00 PM,40.30,33.64
159,06/27/07 03:38:00 PM,39.64,34.04
160,06/27/07 03:39:00 PM,39.21,34.43
161,06/27/07 03:40:00 PM,38.99,34.43
162,06/27/07 03:41:00 PM,38.56,34.63
163,06/27/07 03:42:00 PM,38.14,34.63
164,06/27/07 03:43:00 PM,37.92,34.63
165,06/27/07 03:44:00 PM,37.50,34.23
166,06/27/07 03:45:00 PM,37.29,34.23
167,06/27/07 03:46:00 PM,37.29,34.43
168,06/27/07 03:47:00 PM,37.08,34.43
169,06/27/07 03:48:00 PM,36.88,34.63
170,06/27/07 03:49:00 PM,37.08,34.43
171,06/27/07 03:50:00 PM,37.08,34.23
172,06/27/07 03:51:00 PM,37.29,34.23
173,06/27/07 03:52:00 PM,37.29,34.23
174,06/27/07 03:53:00 PM,37.29,34.04
175,06/27/07 03:54:00 PM,37.50,34.04
176,06/27/07 03:55:00 PM,38.35,33.84
177,06/27/07 03:56:00 PM,38.78,34.04
178,06/27/07 03:57:00 PM,39.43,34.23
179,06/27/07 03:58:00 PM,40.08,34.23
180,06/27/07 03:59:00 PM,40.08,34.23
181,06/27/07 04:00:00 PM,39.64,34.63
182,06/27/07 04:01:00 PM,38.99,34.43
183,06/27/07 04:02:00 PM,38.35,34.63
184,06/27/07 04:03:00 PM,38.35,34.83
185,06/27/07 04:04:00 PM,38.35,34.83
186,06/27/07 04:05:00 PM,38.56,34.83
187,06/27/07 04:06:00 PM,38.35,34.83
188,06/27/07 04:07:00 PM,38.14,34.83
189,06/27/07 04:08:00 PM,38.14,34.83
190,06/27/07 04:09:00 PM,38.14,34.83
191,06/27/07 04:10:00 PM,37.92,34.63
192,06/27/07 04:11:00 PM,37.71,34.23
193,06/27/07 04:12:00 PM,37.71,34.23
194,06/27/07 04:13:00 PM,37.50,34.23
195,06/27/07 04:14:00 PM,37.50,34.23
196,06/27/07 04:15:00 PM,37.50,34.23
197,06/27/07 04:16:00 PM,37.71,34.43
198,06/27/07 04:17:00 PM,38.56,34.23
199,06/27/07 04:18:00 PM,39.21,34.23
200,06/27/07 04:19:00 PM,39.43,34.43
201,06/27/07 04:20:00 PM,39.43,34.63
202,06/27/07 04:21:00 PM,39.43,34.83
203,06/27/07 04:22:00 PM,39.64,34.83
204,06/27/07 04:23:00 PM,38.56,34.43
205,06/27/07 04:24:00 PM,37.71,34.04
206,06/27/07 04:25:00 PM,37.08,33.64
207,06/27/07 04:26:00 PM,36.46,33.25
208,06/27/07 04:27:00 PM,37.08,33.64
209,06/27/07 04:28:00 PM,37.50,33.84
210,06/27/07 04:29:00 PM,37.50,33.84
211,06/27/07 04:30:00 PM,37.50,33.84
212,06/27/07 04:31:00 PM,37.71,33.84
213,06/27/07 04:32:00 PM,37.71,34.04
214,06/27/07 04:33:00 PM,37.50,34.23
215,06/27/07 04:34:00 PM,37.50,34.23
216,06/27/07 04:35:00 PM,37.71,34.43
217,06/27/07 04:36:00 PM,37.71,34.43
218,06/27/07 04:37:00 PM,37.71,34.43
219,06/27/07 04:38:00 PM,37.71,34.43
220,06/27/07 04:39:00 PM,37.71,34.43
221,06/27/07 04:40:00 PM,37.71,34.23
222,06/27/07 04:41:00 PM,37.71,34.43
223,06/27/07 04:42:00 PM,37.92,34.23
224,06/27/07 04:43:00 PM,37.92,34.04
225,06/27/07 04:44:00 PM,37.92,33.84
226,06/27/07 04:45:00 PM,37.71,33.84
227,06/27/07 04:46:00 PM,37.92,33.84
228,06/27/07 04:47:00 PM,38.14,34.04
229,06/27/07 04:48:00 PM,38.56,34.23
230,06/27/07 04:49:00 PM,38.35,34.43
231,06/27/07 04:50:00 PM,38.78,34.63
232,06/27/07 04:51:00 PM,39.21,34.83
233,06/27/07 04:52:00 PM,38.99,34.83
234,06/27/07 04:53:00 PM,39.21,35.03
235,06/27/07 04:54:00 PM,39.21,34.83
236,06/27/07 04:55:00 PM,39.43,34.83
237,06/27/07 04:56:00 PM,38.78,35.03
238,06/27/07 04:57:00 PM,38.56,35.03
239,06/27/07 04:58:00 PM,38.35,34.83
240,06/27/07 04:59:00 PM,38.56,34.63
241,06/27/07 05:00:00 PM,38.56,34.83
242,06/27/07 05:01:00 PM,38.56,34.83
243,06/27/07 05:02:00 PM,38.78,35.03
244,06/27/07 05:03:00 PM,38.78,35.24
245,06/27/07 05:04:00 PM,38.78,34.83
246,06/27/07 05:05:00 PM,39.21,34.63
247,06/27/07 05:06:00 PM,38.99,34.04
248,06/27/07 05:07:00 PM,38.78,33.64
249,06/27/07 05:08:00 PM,38.78,33.44
250,06/27/07 05:09:00 PM,38.99,33.44
251,06/27/07 05:10:00 PM,38.56,33.25
252,06/27/07 05:11:00 PM,38.14,33.25
253,06/27/07 05:12:00 PM,37.29,33.25
254,06/27/07 05:13:00 PM,36.88,33.25
255,06/27/07 05:14:00 PM,36.46,33.05
256,06/27/07 05:15:00 PM,36.26,33.05
257,06/27/07 05:16:00 PM,36.05,32.86
258,06/27/07 05:17:00 PM,35.64,32.86
259,06/27/07 05:18:00 PM,35.64,32.66
260,06/27/07 05:19:00 PM,35.64,32.66
261,06/27/07 05:20:00 PM,35.64,32.47
262,06/27/07 05:21:00 PM,35.85,32.28
263,06/27/07 05:22:00 PM,36.26,32.28
264,06/27/07 05:23:00 PM,36.46,32.28
265,06/27/07 05:24:00 PM,36.46,32.47
266,06/27/07 05:25:00 PM,36.26,32.47
267,06/27/07 05:26:00 PM,36.26,32.66
268,06/27/07 05:27:00 PM,36.05,32.66
269,06/27/07 05:28:00 PM,35.64,32.66
270,06/27/07 05:29:00 PM,35.44,32.86
271,06/27/07 05:30:00 PM,35.24,32.86
272,06/27/07 05:31:00 PM,35.03,33.05
273,06/27/07 05:32:00 PM,35.03,32.86
274,06/27/07 05:33:00 PM,35.24,32.86
275,06/27/07 05:34:00 PM,35.64,32.86
276,06/27/07 05:35:00 PM,35.85,32.86
277,06/27/07 05:36:00 PM,36.05,32.86
278,06/27/07 05:37:00 PM,36.05,32.86
279,06/27/07 05:38:00 PM,36.05,32.86
