"Plot Title: MH35_07_C"
"#","Date Time, GMT-05:00","H08 Temp., °C (LGR S/N: 574447)","H08 Temp., °C (LGR S/N: 574447)"
1,06/12/07 04:00:00 PM,26.88,21.95
2,06/12/07 04:01:00 PM,27.06,21.77
3,06/12/07 04:02:00 PM,27.06,21.77
4,06/12/07 04:03:00 PM,27.06,21.60
5,06/12/07 04:04:00 PM,26.88,21.60
6,06/12/07 04:05:00 PM,26.88,21.60
7,06/12/07 04:06:00 PM,26.88,21.43
8,06/12/07 04:07:00 PM,26.88,21.60
9,06/12/07 04:08:00 PM,27.42,21.60
10,06/12/07 04:09:00 PM,27.78,21.60
11,06/12/07 04:10:00 PM,26.16,21.60
12,06/12/07 04:11:00 PM,25.44,21.77
13,06/12/07 04:12:00 PM,25.09,21.77
14,06/12/07 04:13:00 PM,24.74,21.77
15,06/12/07 04:14:00 PM,24.38,21.77
16,06/12/07 04:15:00 PM,24.21,21.95
17,06/12/07 04:16:00 PM,24.03,21.77
18,06/12/07 04:17:00 PM,23.86,21.77
19,06/12/07 04:18:00 PM,23.51,21.60
20,06/12/07 04:19:00 PM,23.33,21.77
21,06/12/07 04:20:00 PM,23.33,21.77
22,06/12/07 04:21:00 PM,23.33,21.60
23,06/12/07 04:22:00 PM,23.16,21.60
24,06/12/07 04:23:00 PM,23.16,21.60
25,06/12/07 04:24:00 PM,23.16,21.60
26,06/12/07 04:25:00 PM,23.16,21.77
27,06/12/07 04:26:00 PM,23.16,21.77
28,06/12/07 04:27:00 PM,23.16,21.95
29,06/12/07 04:28:00 PM,22.98,21.95
30,06/12/07 04:29:00 PM,23.16,22.12
31,06/12/07 04:30:00 PM,23.33,21.95
32,06/12/07 04:31:00 PM,23.33,21.95
33,06/12/07 04:32:00 PM,23.33,22.12
34,06/12/07 04:33:00 PM,23.68,22.46
35,06/12/07 04:34:00 PM,23.86,22.64
36,06/12/07 04:35:00 PM,24.21,22.81
37,06/12/07 04:36:00 PM,24.56,22.81
38,06/12/07 04:37:00 PM,24.74,23.16
39,06/12/07 04:38:00 PM,24.91,22.98
40,06/12/07 04:39:00 PM,25.09,23.33
41,06/12/07 04:40:00 PM,25.09,23.51
42,06/12/07 04:41:00 PM,24.91,23.51
43,06/12/07 04:42:00 PM,24.91,23.51
44,06/12/07 04:43:00 PM,24.74,23.16
45,06/12/07 04:44:00 PM,24.56,22.98
46,06/12/07 04:45:00 PM,24.38,22.98
47,06/12/07 04:46:00 PM,24.38,22.98
48,06/12/07 04:47:00 PM,24.38,22.98
49,06/12/07 04:48:00 PM,25.98,23.16
50,06/12/07 04:49:00 PM,28.33,23.33
51,06/12/07 04:50:00 PM,29.62,23.33
52,06/12/07 04:51:00 PM,30.56,23.51
53,06/12/07 04:52:00 PM,31.13,23.51
54,06/12/07 04:53:00 PM,30.56,23.68
55,06/12/07 04:54:00 PM,29.25,23.51
56,06/12/07 04:55:00 PM,28.15,23.51
57,06/12/07 04:56:00 PM,27.42,23.51
58,06/12/07 04:57:00 PM,26.88,23.51
59,06/12/07 04:58:00 PM,26.34,23.51
60,06/12/07 04:59:00 PM,25.98,23.51
61,06/12/07 05:00:00 PM,25.98,23.68
62,06/12/07 05:01:00 PM,25.80,23.86
63,06/12/07 05:02:00 PM,25.80,23.86
64,06/12/07 05:03:00 PM,25.80,24.03
65,06/12/07 05:04:00 PM,25.44,23.86
66,06/12/07 05:05:00 PM,25.27,23.68
67,06/12/07 05:06:00 PM,25.27,23.68
68,06/12/07 05:07:00 PM,25.09,23.68
69,06/12/07 05:08:00 PM,25.09,23.68
70,06/12/07 05:09:00 PM,25.09,23.86
71,06/12/07 05:10:00 PM,24.91,23.86
72,06/12/07 05:11:00 PM,25.80,24.03
73,06/12/07 05:12:00 PM,28.88,24.21
74,06/12/07 05:13:00 PM,30.18,24.21
75,06/12/07 05:14:00 PM,31.13,24.03
76,06/12/07 05:15:00 PM,31.32,24.03
77,06/12/07 05:16:00 PM,31.51,24.21
78,06/12/07 05:17:00 PM,31.51,24.21
79,06/12/07 05:18:00 PM,31.89,24.21
80,06/12/07 05:19:00 PM,31.89,24.21
81,06/12/07 05:20:00 PM,32.28,24.21
82,06/12/07 05:21:00 PM,31.89,24.03
83,06/12/07 05:22:00 PM,33.44,24.03
84,06/12/07 05:23:00 PM,34.63,23.86
85,06/12/07 05:24:00 PM,34.83,23.86
