"Plot Title: MH22_07_C4"
"#","Date Time, GMT-05:00","H08 Temp., °C (LGR S/N: 870241)","H08 Temp., °C (LGR S/N: 870241)"
1,05/22/07 04:30:00 PM,34.04,31.13
2,05/22/07 04:31:00 PM,34.63,31.51
3,05/22/07 04:32:00 PM,35.24,31.51
4,05/22/07 04:33:00 PM,35.64,31.70
5,05/22/07 04:34:00 PM,35.03,31.70
6,05/22/07 04:35:00 PM,35.24,31.51
7,05/22/07 04:36:00 PM,35.64,30.56
8,05/22/07 04:37:00 PM,35.85,30.75
9,05/22/07 04:38:00 PM,35.85,30.94
10,05/22/07 04:39:00 PM,35.85,30.94
11,05/22/07 04:40:00 PM,36.05,30.94
12,05/22/07 04:41:00 PM,36.26,30.94
13,05/22/07 04:42:00 PM,36.46,31.32
14,05/22/07 04:43:00 PM,36.46,30.56
15,05/22/07 04:44:00 PM,36.67,30.00
16,05/22/07 04:45:00 PM,36.26,29.62
17,05/22/07 04:46:00 PM,35.24,30.00
18,05/22/07 04:47:00 PM,34.83,30.37
19,05/22/07 04:48:00 PM,34.43,30.56
20,05/22/07 04:49:00 PM,34.43,31.51
21,05/22/07 04:50:00 PM,34.04,31.70
22,05/22/07 04:51:00 PM,34.83,31.89
23,05/22/07 04:52:00 PM,35.64,30.75
24,05/22/07 04:53:00 PM,36.46,29.81
25,05/22/07 04:54:00 PM,36.88,29.25
26,05/22/07 04:55:00 PM,37.08,29.81
27,05/22/07 04:56:00 PM,37.29,30.37
28,05/22/07 04:57:00 PM,37.50,30.56
29,05/22/07 04:58:00 PM,37.29,30.56
30,05/22/07 04:59:00 PM,37.29,30.94
31,05/22/07 05:00:00 PM,36.46,31.51
32,05/22/07 05:01:00 PM,35.64,31.70
33,05/22/07 05:02:00 PM,35.24,31.89
34,05/22/07 05:03:00 PM,34.43,31.13
35,05/22/07 05:04:00 PM,34.23,30.94
36,05/22/07 05:05:00 PM,33.64,30.75
37,05/22/07 05:06:00 PM,33.64,30.94
38,05/22/07 05:07:00 PM,33.64,30.94
39,05/22/07 05:08:00 PM,33.25,30.94
40,05/22/07 05:09:00 PM,33.25,30.94
41,05/22/07 05:10:00 PM,33.25,31.13
42,05/22/07 05:11:00 PM,34.23,30.75
