"Plot Title: MH21_07_C3"
"#","Date Time, GMT-05:00","H08 Temp., °C (LGR S/N: 822539)","H08 Temp., °C (LGR S/N: 822539)"
1,05/21/07 01:00:00 PM,34.63,28.51
2,05/21/07 01:01:00 PM,34.04,28.70
3,05/21/07 01:02:00 PM,33.64,28.70
4,05/21/07 01:03:00 PM,33.25,28.88
5,05/21/07 01:04:00 PM,32.86,28.88
6,05/21/07 01:05:00 PM,32.86,29.07
7,05/21/07 01:06:00 PM,32.66,29.07
8,05/21/07 01:07:00 PM,32.47,29.07
9,05/21/07 01:08:00 PM,32.28,29.07
10,05/21/07 01:09:00 PM,32.28,29.25
11,05/21/07 01:10:00 PM,32.47,29.44
12,05/21/07 01:11:00 PM,33.44,29.44
13,05/21/07 01:12:00 PM,34.23,29.07
14,05/21/07 01:13:00 PM,34.83,28.88
15,05/21/07 01:14:00 PM,35.24,28.88
16,05/21/07 01:15:00 PM,35.64,29.07
17,05/21/07 01:16:00 PM,36.05,29.07
18,05/21/07 01:17:00 PM,36.26,29.07
19,05/21/07 01:18:00 PM,36.46,29.07
20,05/21/07 01:19:00 PM,36.05,29.44
21,05/21/07 01:20:00 PM,36.05,29.44
22,05/21/07 01:21:00 PM,35.85,29.62
23,05/21/07 01:22:00 PM,35.24,29.81
24,05/21/07 01:23:00 PM,34.83,29.25
25,05/21/07 01:24:00 PM,34.23,29.07
26,05/21/07 01:25:00 PM,33.84,29.25
27,05/21/07 01:26:00 PM,33.64,29.44
28,05/21/07 01:27:00 PM,33.25,29.44
29,05/21/07 01:28:00 PM,33.05,29.44
30,05/21/07 01:29:00 PM,32.86,29.44
31,05/21/07 01:30:00 PM,32.86,29.62
32,05/21/07 01:31:00 PM,32.66,29.25
33,05/21/07 01:32:00 PM,33.64,29.07
34,05/21/07 01:33:00 PM,34.83,29.07
35,05/21/07 01:34:00 PM,35.85,28.88
36,05/21/07 01:35:00 PM,36.05,28.88
37,05/21/07 01:36:00 PM,35.85,28.88
38,05/21/07 01:37:00 PM,36.05,29.07
39,05/21/07 01:38:00 PM,36.26,29.44
40,05/21/07 01:39:00 PM,36.26,29.62
41,05/21/07 01:40:00 PM,36.26,29.81
42,05/21/07 01:41:00 PM,36.26,29.81
43,05/21/07 01:42:00 PM,36.26,29.81
44,05/21/07 01:43:00 PM,36.46,29.81
