Temp @ 60cm (C)_avg,Day_of_Year,log_pred,pred_minutes
35.96105527638191,113.0,2.1516862825398895,8.599347106596058
36.15587939698493,113.0,2.152455937458885,8.60596818404237
36.350703517587945,113.0,2.1532255923778805,8.612594359395068
36.545527638190954,113.0,2.1539952472968764,8.619225636579298
36.74035175879397,113.0,2.154764902215872,8.625862019523213
36.935175879396986,113.0,2.1555345571348674,8.632503512158003
37.13,113.0,2.1563042120538634,8.639150118417882
-1.6399999999999864,159.0,2.1316065015591517,8.428396172652935
-1.4451758793969713,159.0,2.1318849633140804,8.430743485445658
-1.2503517587939563,159.0,2.1321634250690087,8.433091451966233
-1.0555276381909413,159.0,2.1324418868239374,8.43544007239673
-0.8607035175879263,159.0,2.1327203485788657,8.437789346919255
-0.6658793969849113,159.0,2.1329988103337945,8.44013927571598
-0.47105527638189626,159.0,2.1332772720887228,8.442489858969115
-0.27623115577888124,159.0,2.1335557338436515,8.444841096860934
-0.08140703517586623,159.0,2.13383419559858,8.447192989573745
0.11341708542714879,159.0,2.1341126573535085,8.449545537289925
0.3082412060301638,159.0,2.134391119108437,8.451898740191885
0.5030653266331786,159.0,2.1346695808633656,8.4542525984621
0.6978894472361938,159.0,2.1349480426182943,8.45660711228309
0.8927135678392091,159.0,2.1352265043732226,8.45896228183742
1.0875376884422239,159.0,2.1355049661281513,8.46131810730772
1.2823618090452387,159.0,2.1357834278830796,8.463674588876659
1.477185929648254,159.0,2.1360618896380084,8.466031726726962
1.6720100502512691,159.0,2.1363403513929367,8.468389521041402
1.866834170854284,159.0,2.1366188131478654,8.470747972002808
2.0616582914572987,159.0,2.1368972749027937,8.473107079794051
2.256482412060314,159.0,2.1371757366577224,8.475466844598065
2.451306532663329,159.0,2.1374541984126507,8.477827266597822
2.6461306532663436,159.0,2.1377326601675795,8.480188345976359
2.840954773869359,159.0,2.138011121922508,8.482550082916752
3.035778894472374,159.0,2.1382895836774365,8.484912477602128
3.2306030150753893,159.0,2.1385680454323652,8.487275530215676
3.4254271356784045,159.0,2.1388465071872935,8.489639240940626
3.620251256281419,159.0,2.1391249689422223,8.492003609960264
3.815075376884434,159.0,2.1394034306971506,8.494368637457923
4.009899497487449,159.0,2.1396818924520793,8.496734323616995
4.204723618090464,159.0,2.1399603542070076,8.499100668620908
4.399547738693479,159.0,2.1402388159619363,8.501467672653163
4.594371859296494,159.0,2.1405172777168646,8.503835335897287
4.789195979899509,159.0,2.1407957394717934,8.506203658536883
4.984020100502525,159.0,2.1410742012267217,8.508572640755581
5.178844221105539,159.0,2.1413526629816504,8.510942282737085
5.373668341708554,159.0,2.141631124736579,8.513312584665135
5.5684924623115695,159.0,2.1419095864915074,8.51568354672352
5.763316582914584,159.0,2.142188048246436,8.518055169096098
5.958140703517599,159.0,2.1424665100013645,8.520427451966757
6.152964824120614,159.0,2.142744971756293,8.522800395519454
6.3477889447236295,159.0,2.1430234335112215,8.525173999938183
6.542613065326645,159.0,2.1433018952661502,8.527548265407
6.737437185929659,159.0,2.1435803570210785,8.529923192110004
6.9322613065326735,159.0,2.1438588187760073,8.532298780231354
7.12708542713569,159.0,2.1441372805309356,8.53467502995525
7.321909547738704,159.0,2.1444157422858643,8.537051941465954
7.51673366834172,159.0,2.144694204040793,8.539429514947772
7.711557788944734,159.0,2.1449726657957213,8.541807750585058
7.906381909547749,159.0,2.14525112755065,8.54418664856223
8.101206030150765,159.0,2.1455295893055784,8.546566209063744
8.29603015075378,159.0,2.145808051060507,8.54894643227412
8.490854271356795,159.0,2.1460865128154354,8.551327318377917
8.68567839195981,159.0,2.146364974570364,8.553708867559756
8.880502512562824,159.0,2.1466434363252924,8.556091080004297
9.07532663316584,159.0,2.146921898080221,8.55847395589627
9.270150753768855,159.0,2.1472003598351495,8.560857495420434
9.464974874371869,159.0,2.147478821590078,8.56324169876162
9.659798994974885,159.0,2.147757283345007,8.565626566104699
9.8546231155779,159.0,2.1480357450999352,8.56801209763459
10.049447236180914,159.0,2.148314206854864,8.570398293536279
10.24427135678393,159.0,2.1485926686097923,8.572785153994785
10.439095477386944,159.0,2.148871130364721,8.575172679195193
10.63391959798996,159.0,2.1491495921196493,8.57756086932263
10.828743718592975,159.0,2.149428053874578,8.579949724562285
11.023567839195989,159.0,2.1497065156295063,8.582339245099384
11.218391959799005,159.0,2.149984977384435,8.58472943111922
11.41321608040202,159.0,2.1502634391393634,8.587120282807124
11.608040201005036,159.0,2.150541900894292,8.58951180034849
11.80286432160805,159.0,2.150820362649221,8.591903983928757
11.997688442211064,159.0,2.151098824404149,8.594296833733413
12.19251256281408,159.0,2.151377286159078,8.59669034994801
12.387336683417095,159.0,2.151655747914006,8.599084532758134
12.58216080402011,159.0,2.151934209668935,8.601479382349442
12.776984924623125,159.0,2.152212671423863,8.603874898907623
12.97180904522614,159.0,2.152491133178792,8.606271082618438
13.166633165829154,159.0,2.15276959493372,8.608667933667679
13.36145728643217,159.0,2.153048056688649,8.61106545224121
13.556281407035184,159.0,2.1533265184435773,8.613463638524928
13.7511055276382,159.0,2.153604980198506,8.615862492704798
13.945929648241215,159.0,2.1538834419534347,8.618262014966826
14.14075376884423,159.0,2.154161903708363,8.62066220549707
14.335577889447245,159.0,2.1544403654632918,8.62306306448165
14.53040201005026,159.0,2.15471882721822,8.625464592106724
14.725226130653276,159.0,2.154997288973149,8.627866788558514
14.920050251256288,159.0,2.155275750728077,8.630269654023284
15.114874371859305,159.0,2.155554212483006,8.632673188687361
15.30969849246232,159.0,2.155832674237934,8.63507739273711
15.504522613065333,159.0,2.156111135992863,8.637482266358962
15.69934673366835,159.0,2.156389597747791,8.639887809739385
15.894170854271366,159.0,2.15666805950272,8.642294023064917
16.08899497487438,159.0,2.156946521257648,8.644700906522129
16.283819095477394,159.0,2.157224983012577,8.64710846029766
16.47864321608041,159.0,2.1575034447675057,8.649516684578193
16.673467336683427,159.0,2.157781906522434,8.651925579550458
16.86829145728644,159.0,2.1580603682773627,8.65433514540125
17.063115577889455,159.0,2.158338830032291,8.656745382317402
17.25793969849247,159.0,2.1586172917872197,8.659156290485814
17.452763819095484,159.0,2.158895753542148,8.661567870093423
17.6475879396985,159.0,2.1591742152970768,8.663980121327231
17.842412060301516,159.0,2.159452677052005,8.666393044374281
18.03723618090453,159.0,2.159731138806934,8.668806639421682
18.232060301507545,159.0,2.160009600561862,8.671220906656574
18.42688442211056,159.0,2.160288062316791,8.673635846266173
18.621708542713577,159.0,2.1605665240717196,8.67605145843773
18.81653266331659,159.0,2.160844985826648,8.678467743358551
19.011356783919606,159.0,2.1611234475815766,8.680884701216003
19.206180904522622,159.0,2.161401909336505,8.683302332197496
19.401005025125635,159.0,2.1616803710914336,8.6857206364905
19.59582914572865,159.0,2.161958832846362,8.688139614282523
19.790653266331667,159.0,2.1622372946012907,8.690559265761145
19.98547738693468,159.0,2.162515756356219,8.69297959111398
20.180301507537695,159.0,2.1627942181111477,8.69540059052871
20.37512562814071,159.0,2.163072679866076,8.697822264193054
20.569949748743724,159.0,2.1633511416210047,8.7002446122948
20.76477386934674,159.0,2.1636296033759335,8.702667635021772
20.959597989949756,159.0,2.1639080651308618,8.705091332561851
21.15442211055277,159.0,2.1641865268857905,8.707515705102981
21.349246231155785,159.0,2.164464988640719,8.709940752833143
21.5440703517588,159.0,2.1647434503956475,8.712366475940385
21.738894472361814,159.0,2.165021912150576,8.714792874612792
21.93371859296483,159.0,2.1653003739055046,8.717219949038515
22.128542713567846,159.0,2.165578835660433,8.719647699405748
22.323366834170862,159.0,2.1658572974153616,8.722076125902744
22.518190954773875,159.0,2.16613575917029,8.7245052287178
22.71301507537689,159.0,2.1664142209252186,8.72693500803928
22.907839195979907,159.0,2.1666926826801474,8.729365464055588
23.10266331658292,159.0,2.1669711444350757,8.731796596955176
23.297487437185936,159.0,2.1672496061900044,8.734228406926569
23.492311557788952,159.0,2.1675280679449327,8.73666089415832
23.687135678391964,159.0,2.1678065296998614,8.739094058839054
23.88195979899498,159.0,2.1680849914547897,8.741527901157436
24.076783919597997,159.0,2.1683634532097185,8.743962421302196
24.27160804020101,159.0,2.1686419149646468,8.746397619462101
24.466432160804025,159.0,2.1689203767195755,8.748833495825984
24.66125628140704,159.0,2.169198838474504,8.75127005058272
24.856080402010058,159.0,2.1694773002294325,8.753707283921248
25.05090452261307,159.0,2.1697557619843613,8.75614519603055
25.245728643216086,159.0,2.1700342237392896,8.75858378709966
25.440552763819102,159.0,2.1703126854942183,8.761023057317677
25.635376884422115,159.0,2.1705911472491466,8.763463006873737
25.83020100502513,159.0,2.1708696090040753,8.765903635957041
26.025025125628147,159.0,2.1711480707590036,8.768344944756834
26.21984924623116,159.0,2.1714265325139324,8.770786933462421
26.414673366834176,159.0,2.1717049942688607,8.773229602263152
26.609497487437192,159.0,2.1719834560237894,8.77567295134844
26.804321608040205,159.0,2.1722619177787177,8.778116980907736
26.99914572864322,159.0,2.1725403795336464,8.780561691130563
27.193969849246237,159.0,2.172818841288575,8.78300708220648
27.38879396984925,159.0,2.1730973030435035,8.785453154325099
27.583618090452266,159.0,2.173375764798432,8.787899907676103
27.77844221105528,159.0,2.1736542265533605,8.790347342449204
27.973266331658294,159.0,2.1739326883082892,8.792795458834188
28.16809045226131,159.0,2.1742111500632175,8.795244257020878
28.362914572864327,159.0,2.1744896118181463,8.797693737199163
28.557738693467343,159.0,2.1747680735730746,8.800143899558966
28.752562814070355,159.0,2.1750465353280033,8.802594744290289
28.94738693467337,159.0,2.1753249970829316,8.805046271583162
29.142211055276388,159.0,2.1756034588378603,8.807498481627686
29.3370351758794,159.0,2.175881920592789,8.809951374614005
29.531859296482416,159.0,2.1761603823477174,8.812404950732315
29.726683417085432,159.0,2.176438844102646,8.814859210172875
29.921507537688445,159.0,2.1767173058575744,8.817314153125984
30.11633165829146,159.0,2.176995767612503,8.819769779782009
30.311155778894477,159.0,2.1772742293674314,8.82222609033135
30.50597989949749,159.0,2.17755269112236,8.824683084964486
30.700804020100506,159.0,2.1778311528772885,8.82714076387192
30.895628140703522,159.0,2.178109614632217,8.829599127244235
31.090452261306538,159.0,2.1783880763871455,8.832058175272046
31.285276381909554,159.0,2.1786665381420742,8.834517908146037
31.480100502512563,159.0,2.1789449998970025,8.836978326056931
31.67492462311558,159.0,2.1792234616519313,8.839439429195519
31.869748743718596,159.0,2.17950192340686,8.841901217752632
32.06457286432161,159.0,2.1797803851617883,8.844363691919156
32.25939698492463,159.0,2.180058846916717,8.846826851886044
32.454221105527644,159.0,2.1803373086716453,8.84929069784428
32.64904522613065,159.0,2.180615770426574,8.851755229984924
32.84386934673367,159.0,2.1808942321815024,8.854220448499069
33.038693467336685,159.0,2.181172693936431,8.856686353577878
33.2335175879397,159.0,2.1814511556913594,8.859152945412552
33.42834170854272,159.0,2.181729617446288,8.86162022419436
33.623165829145734,159.0,2.182008079201217,8.864088190114614
33.81798994974875,159.0,2.182286540956145,8.866556843364679
34.01281407035176,159.0,2.1825650027110735,8.86902618413598
34.207638190954775,159.0,2.182843464466002,8.871496212619995
34.40246231155779,159.0,2.183121926220931,8.873966929008251
34.59728643216081,159.0,2.1834003879758592,8.876438333492324
34.79211055276382,159.0,2.183678849730788,8.878910426263857
34.98693467336684,159.0,2.1839573114857163,8.88138320751453
35.18175879396985,159.0,2.184235773240645,8.883856677436095
35.376582914572865,159.0,2.1845142349955733,8.886330836220335
35.57140703517588,159.0,2.184792696750502,8.888805684059111
35.7662311557789,159.0,2.1850711585054308,8.891281221144318
35.96105527638191,159.0,2.185349620260359,8.89375744766791
36.15587939698493,159.0,2.185628082015288,8.896234363821902
36.350703517587945,159.0,2.185906543770216,8.89871196979835
36.545527638190954,159.0,2.186185005525145,8.901190265789378
